,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
694,b'@bighit_music feels like a fever dream',fever,b feels like fever dream,,feel like fever dream,0.0,0.0,Neutral
695,"b""who's tf going to have a fever on valentine's day? yeah, me""",fever,b '' 's tf going fever valentine 's day yeah '',fever,`` 's tf going fever valentine 's day yeah ``,0.0,0.0,Neutral
696,b'all the d-2 tracks live performances were gonna get... this feels like a fever dream its insane https://t.co/mrpyajiqsn',fever,b'all d- tracks live performances gon na get ... feels like fever dream insane,d,all d- track live performance gon na get ... feel like fever dream insane,0.75,-0.4318181818181818,Negative
697,"b""are you looking extra hot this valentine's day, or do i just have a fever? \n\n...i have a fever """,fever,b '' looking extra hot valentine 's day fever \n\n ... fever ``,extra hot,`` looking extra hot valentine 's day fever \n\n ... fever ``,0.47500000000000003,0.125,Positive
698,"b'i am rajalingam,my birth time i white colour,fever to lady, fever what time come to you = your blood dirty time,you... https://t.co/5g6kmakzq0'",fever,b rajalingam birth time white colour fever lady fever time come blood dirty time ...,white,rajalingam birth time white colour fever lady fever time come blood dirty time ...,0.4,-0.3,Negative
699,b'#sellecart\nwts lfb ph onhand unsealed ateez album zero fever part 2 version z\n\n inclusion: ob + pb + cd\n 80 php\n... https://t.co/eharnssdjw',fever,b'sellecart\nwts lfb ph onhand unsealed ateez album zero fever part version z\n\n inclusion ob pb cd\n php\n ...,ateez pb,sellecart\nwts lfph onhand unsealed ateez album zero fever paversion z\n\n inclusion opcd\n php\n ...,0.0,0.0,Neutral
700,"b'neo ttaemune onmomi taolla neo ttaemune shimjangi mokmalla like a fever, fever, fever, fever'",fever,b'neo ttaemune onmomi taolla neo ttaemune shimjangi mokmalla like fever fever fever fever,,neo ttaemune onmomi taolla neo ttaemune shimjangi mokmalla like fever fever fever fever,0.0,0.0,Neutral
701,"b""@gaehyungg joon's mini concert too\nthis is a fever dream""",fever,b '' joon 's mini concert too\nthis fever dream '',,`` joon 's mini concetoo\nthis fever dream ``,0.0,0.0,Neutral
702,"b'rt @thenews_intl: marburg virus is highly dangerous pathogen that causes severe fever, often accompanied by bleeding and organ failure\n\nrea...'",fever,b'rt marburg virus highly dangerous pathogen causes severe fever often accompanied bleeding organ failure\n\nrea ...,dangerous severe organ, marburg virus highly dangerous pathogen cause severe fever often accompanied bleeding organ failure\n\nrea ...,0.9,-0.6,Negative
703,"b'@jezzerat @voxdotcom jan 25, 2023  disease report. african swine fever (asf) has continued to be reported in wild... https://t.co/pb3dlhux4m'",fever,b jan disease report african swine fever asf continued reported wild ...,african,jan disease repoafrican swine fever asf continued reported wild ...,0.4,0.1,Positive
704,b'i fully condone crappin fever',fever,b fully condone crappin fever,condone,fully condone crappin fever,0.0,0.0,Neutral
705,b'ueda having an ig account now is the biggest fever dream ',fever,b'ueda ig account biggest fever dream,,ueda ig account biggest fever dream,0.0,0.0,Neutral
706,"b'rt @fjcolon: this project will develop a tool to predict changes in rift valley fever integrating data on african climate, population, live...'",fever,b'rt project develop tool predict changes rift valley fever integrating data african climate population live ...,tool african climate, project develop tool predict change rift valley fever integrating data african climate population live ...,0.25,0.06818181818181818,Positive
707,b'feels like a fever dream https://t.co/gaujxhncxe... https://t.co/ysdgiiudpv',fever,b'feels like fever dream,,feels like fever dream,0.0,0.0,Neutral
708,b'my baby fever just went sky rocket https://t.co/kl8p52q2xf',fever,b'my baby fever went sky rocket,,my baby fever went sky rocket,0.0,0.0,Neutral
709,"b""@_lilsi_ thank you! really want to finish the pic today, but i got fever and it's a bit more difficult than i thought """,fever,b '' thank really want finish pic today got fever 's bit difficult thought ``,thank finish difficult,`` thank really want finish pic today got fever 's bit difficult thought ``,0.6,-0.15,Negative
710,"b'@merenotilde the only good fever is a disco fever, hope you feel better homie'",fever,b good fever disco fever hope feel better homie,good,good fever disco fever hope feel better homie,0.55,0.6,Positive
711,b'rt @elwigamal: tuesday night fever\n https://t.co/hj0l4qpgxk',fever,b'rt tuesday night fever\n,, tuesday night fever\n,0.0,0.0,Neutral
712,b'@btstatsreminder this is like a fever dream.. like this is like dream comw true',fever,b like fever dream .. like like dream comw true,true,like fever dream .. like like dream comw true,0.65,0.35,Positive
713,b'fever dream!  \nwake up!\n#endgunviolence https://t.co/mnjzqas7pg',fever,b'fever dream \nwake \nendgunviolence,,fever dream \nwake \nendgunviolence,0.0,0.0,Neutral
714,b'matthew gray gubler is the definition of fever dream and all the evidence would get me banned from twt ',fever,b'matthew gray gubler definition fever dream evidence would get banned twt,gray,matthew gray gubler definition fever dream evidence would get banned twt,0.0,0.0,Neutral
715,b'also lrt i made the zine artwork in like a fever haze it was wild i tried to put as many references to characters a... https://t.co/vgxmjmitio',fever,b'also lrt made zine artwork like fever haze wild tried put many references characters ...,zine wild many,also lmade zine artwork like fever haze wild tried put many reference character ...,0.45,0.3,Positive
716,"b""@purplekisstrend cranberry juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,b '' cranberry juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n '',cranberry,`` cranberry juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n ``,0.0,0.0,Neutral
717,b'@andymilonakis andy trying to give every woman on his tl baby fever https://t.co/sl6g1bi8xg',fever,b andy trying give every woman tl baby fever,give,andy trying give every woman tl baby fever,0.0,0.0,Neutral
718,b'you have a #twitter  very bad fever \n#facebook https://t.co/jjmtsmd0vu',fever,b'you twitter bad fever \nfacebook,bad,you twitter bad fever \nfacebook,0.6666666666666666,-0.6999999999999998,Negative
719,"b'@foodandwine jan 25, 2023  disease report. african swine fever (asf) has continued to be reported in wild boar in... https://t.co/f6kgpparvm'",fever,b jan disease report african swine fever asf continued reported wild boar ...,african wild,jan disease repoafrican swine fever asf continued reported wild boar ...,0.4,0.1,Positive
720,b'streams are tentative this week. your girl is fighting this fever and i feel like absolute ass. ill be back as soon as i can ',fever,b'streams tentative week girl fighting fever feel like absolute ass ill back soon,tentative absolute,streams tentative week girl fighting fever feel like absolute as ill back soon,0.6333333333333333,-0.09999999999999999,Negative
721,"b""@purplekisstrend orange juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,b '' orange juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n '',,`` orange juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n ``,0.0,0.0,Neutral
722,"b""@purplekisstrend apple juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,b '' apple juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n '',,`` apple juice \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n ``,0.0,0.0,Neutral
723,b'@ronfilipkowski woke is not a real thing. its a swamp fever dream of republicans. what bothers them are feelings a... https://t.co/yosq03tytl',fever,b woke real thing swamp fever dream republicans bothers feelings ...,real,woke real thing swamp fever dream republican bother feeling ...,0.30000000000000004,0.2,Positive
724,b'our toddler started a really high fever last night  none of us slept too well. fun start to valentines day haha',fever,b'our toddler started really high fever last night none us slept well fun start valentines day haha,high last fun,our toddler started really high fever last night none u slept well fun stavalentine day haha,0.27666666666666667,0.16499999999999998,Positive
725,"b""@purplekisstrend parka \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,b '' parka \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n '',,`` parka \n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n ``,0.0,0.0,Neutral
726,b'hi. im alive. this morning will be my last dose of paxlovid. i had a low fever and chills last night. was getting... https://t.co/vdjwctbv03',fever,b'hi im alive morning last dose paxlovid low fever chills last night getting ...,alive last low last,hi im alive morning last dose paxlovid low fever chill last night getting ...,0.20833333333333331,0.025,Positive
727,b'@otanari_xxx @otanari_4love valentine day blue fever nice boots colourful face nice navel we should fuck. like righ... https://t.co/7ommmqxz88',fever,b valentine day blue fever nice boots colourful face nice navel fuck like righ ...,blue nice colourful nice navel,valentine day blue fever nice boot colourful face nice navel fuck like righ ...,0.675,0.19999999999999998,Positive
728,"b'this friday in the fever room, with give aways galore and your favourite hsm tunes.....were all in this together exet... https://t.co/tmxkbazwrv'",fever,b'this friday fever room give aways galore favourite hsm tunes ..... together exet ...,favourite,this friday fever room give aways galore favourite hsm tune ..... together exet ...,0.0,0.0,Neutral
729,b'i feel like im in a fever dream rn',fever,b feel like im fever dream rn,,feel like im fever dream rn,0.0,0.0,Neutral
730,"b""@purplekisstrend @rbw_purplekiss scarf\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,b '' scarf\n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n '',,`` scarf\n\nhere 's purky\ncabin_fever_dday\npurple_kiss_is_back \n ``,0.0,0.0,Neutral
731,"b""just when spring fever started to set in....\n\nhappy valentine's day with a sprinkle of cool, gusty winds, and rain... https://t.co/pb8gwrgzy4""",fever,b '' spring fever started set .... \n\nhappy valentine 's day sprinkle cool gusty winds rain ...,  happy cool gusty,`` spring fever started set .... \n\nhappy valentine 's day sprinkle cool gusty wind rain ...,0.65,0.35,Positive
732,b'update: \n\nshe had a high fever and she has a possible infection. they gave her an antibiotic and pain reliever/feve... https://t.co/sefvo3nfvo',fever,b'update \n\nshe high fever possible infection gave antibiotic pain reliever/feve ...,possible antibiotic,update \n\nshe high fever possible infection gave antibiotic pain reliever/feve ...,0.77,0.08,Positive
733,b'i talking u real when i tell you i having a fever!!!!!!!!!\nlike seriously my body started shivering and then i went collldddd shaking',fever,b talking u real tell fever \nlike seriously body started shivering went collldddd shaking,u real,talking u real tell fever \nlike seriously body started shivering went collldddd shaking,0.48333333333333334,-0.06666666666666665,Negative
734,b'@bts_bighit is this a fever dream',fever,b fever dream,,fever dream,0.0,0.0,Neutral
735,"b'.@rbw_purplekiss highest pre-order on ktown4u! \n\ngeekyland - 2,315 copies \ncabin fever - 1,470 copies ... https://t.co/u90twnix2w'",fever,b highest pre-order ktownu \n\ngeekyland copies \ncabin fever copies ...,,highest pre-order ktownu \n\ngeekyland copy \ncabin fever copy ...,0.0,0.0,Neutral
736,b'@lilagracerose the lie that everyone is engaging in extreme sexual behaviors.  this narrative is at a fever pitch i... https://t.co/j6iaxlor2n',fever,b lie everyone engaging extreme sexual behaviors narrative fever pitch ...,extreme sexual narrative,lie everyone engaging extreme sexual behavior narrative fever pitch ...,0.8444444444444444,0.25833333333333336,Positive
737,"b""here's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss https://t.co/1redzxipw0""",fever,b '' 's purky\ncabin_fever_dday\npurple_kiss_is_back \n,,`` 's purky\ncabin_fever_dday\npurple_kiss_is_back \n,0.0,0.0,Neutral
738,b'should i boost my fever ? @elonmusk https://t.co/i7nxvekgxe',fever,b'should boost fever,,should boost fever,0.0,0.0,Neutral
739,b'#aortaed @rktvascular 13 year old with history of fever for 2 weeks and complaints of back ache after falling fro... https://t.co/nmdpru4orf',fever,b'aortaed year old history fever weeks complaints back ache falling fro ...,aoaed old ache,aortaed year old history fever week complaint back ache falling fro ...,0.13333333333333333,-0.06666666666666667,Negative
740,b'and thanks to the nightmare i have a high fever and it even reached 39.9 celcius this evening...',fever,b'and thanks nightmare high fever even reached celcius evening ...,high,and thanks nightmare high fever even reached celcius evening ...,0.37,0.18,Positive
741,b'decided to pretend that yoongi tour announcement was a fever dream since theres no tour dates for me god bless x',fever,b'decided pretend yoongi tour announcement fever dream since theres tour dates god bless x,,decided pretend yoongi tour announcement fever dream since there tour date god bless x,0.0,0.0,Neutral
742,"b'i think i do have a fever, sometimes im really hot then im cold... ive been recovering and i do feel better just not 100% yet'",fever,b think fever sometimes im really hot im cold ... ive recovering feel better yet,im hot ive,think fever sometimes im really hot im cold ... ive recovering feel better yet,0.7833333333333333,0.05000000000000001,Positive
743,b'ive had inflamed tonsils and a fever for 3 days but ive still worked and havent missed gym. thats because i act... https://t.co/q5xt6u28gt',fever,b'ive inflamed tonsils fever days ive still worked havent missed gym thats act ...,fever gym,ive inflamed tonsil fever day ive still worked havent missed gym thats act ...,0.0,0.0,Neutral
744,"b'@dontvotesplit well if they have had it they have had absolutely no symptoms - not even a sniffle, fever, sore thro... https://t.co/groghhlhfr'",fever,b well absolutely symptoms even sniffle fever sore thro ...,,well absolutely symptom even sniffle fever sore thro ...,0.9,0.2,Positive
745,b'oh my god this is  like a fever dream',fever,b'oh god like fever dream,,oh god like fever dream,0.0,0.0,Neutral
746,b'old town fever | peggy lee vs lil nas x mashup https://t.co/0dmgxoz0fm',fever,b'old town fever peggy lee vs lil nas x mashup,old lee,old town fever peggy lee v lil na x mashup,0.2,0.1,Positive
747,"b'listening to true crime podcasts whilst trying to get commissions finished with a 90 degree fever, why am i like this?'",fever,b'listening true crime podcasts whilst trying get commissions finished degree fever like,true,listening true crime podcasts whilst trying get commission finished degree fever like,0.65,0.35,Positive
748,b'this is a fever dream https://t.co/zdqubguqbs',fever,b'this fever dream,,this fever dream,0.0,0.0,Neutral
749,b'i dont believe jennifer armstrong was truly a housewife and you cant convince me otherwise. it was a fever dream. https://t.co/7nheq2jghc',fever,b dont believe jennifer armstrong truly housewife cant convince otherwise fever dream,housewife cant fever,dont believe jennifer armstrong truly housewife cant convince otherwise fever dream,0.0,0.0,Neutral
750,b'@bestofhxc poison idea with nausea as a close second.',nausea,b poison idea nausea close second,close,poison idea nausea close second,0.0,0.0,Neutral
751,"b'@migrainesummit nausea, vomiting, noise light and smell sensitivity, neck pain, excessive yawning, huge urge to jus... https://t.co/wdcu6aq18i'",nausea,b nausea vomiting noise light smell sensitivity neck pain excessive yawning huge urge jus ...,excessive huge,nausea vomiting noise light smell sensitivity neck pain excessive yawning huge urge jus ...,0.8666666666666667,0.18333333333333335,Positive
752,b'@jermlaflare_ notice how everybody keeps bringing up the benefit for the mothers nausea etc. what about the baby ?... https://t.co/uzgit6b1ij',nausea,b notice everybody keeps bringing benefit mothers nausea etc baby ...,benefit etc,notice everybody keep bringing benefit mother nausea etc baby ...,0.0,0.0,Neutral
753,"b'""alright. truth or dare?""\n\n""truth"" taehyung clears his throat, his building worry  churning nausea in his gut.'",nausea,b '' alright truth dare `` \n\n '' truth '' taehyung clears throat building worry churning nausea gut,alright taehyung,`` alright truth dare `` \n\n `` truth `` taehyung clear throat building worry churning nausea gut,0.6416666666666666,-0.19999999999999998,Negative
754,"b""@theonlyguru @victori00287561 i definitely felt the nausea after listening to this. it's sad that we no longer trea... https://t.co/p2pa5u8z68""",nausea,b '' definitely felt nausea listening 's sad longer trea ...,nausea sad,`` definitely felt nausea listening 's sad longer trea ...,0.75,-0.25,Negative
755,b'@sexwmi @aleegiovanni @jermlaflare_ what helps with nausea is the endorphins that thc releases. with that being sai... https://t.co/ufvcfpydz6',nausea,b helps nausea endorphins thc releases sai ...,nausea,help nausea endorphin thc release sai ...,0.0,0.0,Neutral
756,"b""holy shit i can't believe how terrible i feel right now. my nausea is kicking my ass so much i think i'm actually g... https://t.co/feg4kmino9""",nausea,b '' holy shit ca n't believe terrible feel right nausea kicking ass much think 'm actually g ...,terrible much,`` holy shit ca n't believe terrible feel right nausea kicking as much think 'm actually g ...,0.5271428571428572,-0.14285714285714285,Negative
757,"b""@runews getting desperate, or it's worms out of your ass causing you itch and nausea? you are apparently commenting... https://t.co/makdniur2p""",nausea,b '' getting desperate 's worms ass causing itch nausea apparently commenting ...,,`` getting desperate 's worm as causing itch nausea apparently commenting ...,0.675,-0.27499999999999997,Negative
758,b'@drewskiiiii15 @aleegiovanni @jermlaflare_ it can help with nausea . i heard you should only do it for the first couple of weeks tho',nausea,b help nausea heard first couple weeks tho,couple,help nausea heard first couple week tho,0.3333333333333333,0.25,Positive
759,"b'rt @hannahgmurdock: ohio residents cite nausea, headaches after train car derailment chemical leaks https://t.co/hfewhuornf https://t.co/1c...'",nausea,b'rt ohio residents cite nausea headaches train car derailment chemical leaks,, ohio resident cite nausea headache train car derailment chemical leak,0.0,0.0,Neutral
760,b'nausea that unkind words induce.',nausea,b'nausea unkind words induce,unkind,nausea unkind word induce,0.0,0.0,Neutral
761,"b'rt @lundbeck: at #ean2022, professor cristina tassorelli discussed how #migraine episodes can last days and include pain, nausea, vomiting,...'",nausea,b'rt ean professor cristina tassorelli discussed migraine episodes last days include pain nausea vomiting ..., last pain nausea, ean professor cristina tassorelli discussed migraine episode last day include pain nausea vomiting ...,0.06666666666666667,0.0,Neutral
762,"b'rt @mal1976retaf: people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife for 1...'",nausea,b'rt people losing livestock feeling nausea burning eyes problems dead fish wildlife ...,dead fish, people losing livestock feeling nausea burning eye problem dead fish wildlife ...,0.4,-0.2,Negative
763,"b'@wipmorningshow when joe carter hit that ws winning walk off in gm 6 1993, i felt nausea and total numbness, didnt... https://t.co/m1qyshhcem'",nausea,b joe carter hit ws winning walk gm felt nausea total numbness didnt ...,ws nausea total,joe carter hit w winning walk gm felt nausea total numbness didnt ...,0.75,0.25,Positive
764,b'all jealousy and nausea aside. im so excited. the setlist??? the outfits???? yoongi??? itll be sm fun',nausea,b'all jealousy nausea aside im excited setlist outfits yoongi itll sm fun,excited itll,all jealousy nausea aside im excited setlist outfit yoongi itll sm fun,0.475,0.3375,Positive
765,b'i learned something new today if you are struggling with nausea sniff alcohol pads or alcohol.',nausea,b learned something new today struggling nausea sniff alcohol pads alcohol,new,learned something new today struggling nausea sniff alcohol pad alcohol,0.45454545454545453,0.13636363636363635,Positive
766,"b'people are losing livestock. they are feeling nausea, burning eyes and other problems, dead fish and other wildlife... https://t.co/jez5i9jgib'",nausea,b'people losing livestock feeling nausea burning eyes problems dead fish wildlife ...,dead fish,people losing livestock feeling nausea burning eye problem dead fish wildlife ...,0.4,-0.2,Negative
767,b'had to rush home cause i thought id faint due to nausea. very scary',nausea,b'had rush home cause thought id faint due nausea scary,id due scary,had rush home cause thought id faint due nausea scary,0.7916666666666666,-0.375,Negative
768,"b""@jessicamilnera i can look at a screen now and the sound of the zipper on my work bag doesn't hit me with nausea so... https://t.co/gqdudkqwod""",nausea,b '' look screen sound zipper work bag n't hit nausea ...,screen sound,`` look screen sound zipper work bag n't hit nausea ...,0.4,0.4,Positive
769,"b'@kyalexandraaa @jaailaaa they only call for hard drugs not weed, some doctors be telling moms they can smoke to ease their nausea'",nausea,b call hard drugs weed doctors telling moms smoke ease nausea,hard,call hard drug weed doctor telling mom smoke ease nausea,0.5416666666666666,-0.2916666666666667,Negative
770,b'some women are allowed to bc of their nausea.. https://t.co/czaygvjrf6',nausea,b'some women allowed bc nausea ..,some bc,some woman allowed bc nausea ..,0.0,0.0,Neutral
771,"b'still fields (october 10, 1987) [prompt: still fields in the style of a banksy painting]\n\n#nausea by #craftspells https://t.co/lylehekefj'",nausea,b'still fields october prompt still fields style banksy painting \n\nnausea craftspells,prompt,still field october prompt still field style banksy painting \n\nnausea craftspells,0.0,0.0,Neutral
772,"b'rt @chipjacobs1: nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/n9wizfofje'",nausea,b'rt nausea wobbling confusion dogs getting sick discarded weed,, nausea wobbling confusion dog getting sick discarded weed,0.8571428571428571,-0.7142857142857143,Negative
773,b'latest chainsaw man chapter induced terrible nausea in me. unbearably awful situation. its a good life vibes. fu... https://t.co/07vgeozgmg',nausea,b'latest chainsaw man chapter induced terrible nausea unbearably awful situation good life vibes fu ...,terrible awful good,latest chainsaw man chapter induced terrible nausea unbearably awful situation good life vibe fu ...,0.875,-0.2,Negative
774,b'@jakeshieldsajj stop posting these videos. my nausea is getting worse every time',nausea,b stop posting videos nausea getting worse every time,,stop posting video nausea getting worse every time,0.6,-0.4,Negative
775,"b'@myniggaeli yeah, that part i understand, especially the nausea. but whats the difference between that &amp; smoking r... https://t.co/bftpmyk78y'",nausea,b yeah part understand especially nausea whats difference amp smoking r ...,nausea,yeah paunderstand especially nausea whats difference amp smoking r ...,1.0,0.0,Neutral
776,"b'vertigo is often associated with nausea and vomiting as well as a balance disorder, causing difficulties with standing or walking.'",nausea,b'vertigo often associated nausea vomiting well balance disorder causing difficulties standing walking,,vertigo often associated nausea vomiting well balance disorder causing difficulty standing walking,0.0,0.0,Neutral
777,b'this nausea aint it ',nausea,b'this nausea aint,,this nausea aint,0.0,0.0,Neutral
778,"b""@plastic000000 @twovvles no. nausea isn't romantic. """,nausea,b '' nausea n't romantic. ``,romantic,`` nausea n't romantic . ``,0.5,0.0,Neutral
779,b'/neg \n\nwhy everything i eat is giving me nausea',nausea,b'/neg \n\nwhy everything eat giving nausea,,/neg \n\nwhy everything eat giving nausea,0.0,0.0,Neutral
780,"b'when most doctors tell you you can until a certain point, weed helps with nausea and vomiting and can give that pre... https://t.co/1b07lbwzot'",nausea,b'when doctors tell certain point weed helps nausea vomiting give pre ...,ceain give,when doctor tell certain point weed help nausea vomiting give pre ...,0.5714285714285714,0.21428571428571427,Positive
781,b'first snow [prompt: first snow in the style of a douglas coupland artwork]\n\n#nausea by #craftspells https://t.co/qaf8qt0ayq',nausea,b'first snow prompt first snow style douglas coupland artwork \n\nnausea craftspells,snow snow,first snow prompt first snow style douglas coupland artwork \n\nnausea craftspells,0.3333333333333333,0.25,Positive
782,b'nausea headache hunger pains everything hurts',nausea,b'nausea headache hunger pains everything hurts,,nausea headache hunger pain everything hurt,0.0,0.0,Neutral
783,b'@elonmusk @libsoftiktok my grandmother taught me that drinking alcohol while pregnant would settle the nausea. she... https://t.co/74c47p5kia',nausea,b grandmother taught drinking alcohol pregnant would settle nausea ...,,grandmother taught drinking alcohol pregnant would settle nausea ...,0.5,0.3333333333333333,Positive
784,"b'@maverickkizz headache, nausea, lethargy'",nausea,b headache nausea lethargy,,headache nausea lethargy,0.0,0.0,Neutral
785,"b'this will be associated with nausea, vomiting, early satiety, and a succussion splash.\n\nwhat is a succussion splash?'",nausea,b'this associated nausea vomiting early satiety succussion splash.\n\nwhat succussion splash,early,this associated nausea vomiting early satiety succussion splash.\n\nwhat succussion splash,0.3,0.1,Positive
786,b'guys how do you deal with nausea all day everyday the medication is not even working every single day ke sana',nausea,b'guys deal nausea day everyday medication even working every single day ke sana,nausea everyday single,guys deal nausea day everyday medication even working every single day ke sana,0.40714285714285714,-0.13571428571428573,Negative
787,"b'dear doctors,for every symptoms of  lower abdominal pain and nausea that will present after 2weeks from today, shaa... https://t.co/vnthtzhaqq'",nausea,b'dear doctors every symptoms lower abdominal pain nausea present weeks today shaa ...,dear abdominal nausea present,dear doctor every symptom lower abdominal pain nausea present week today shaa ...,0.0,0.0,Neutral
788,b'@rashadburt6 its nothing wrong with it tho. you know how many doctors tell females to smoke to help with nausea ?',nausea,b nothing wrong tho know many doctors tell females smoke help nausea,wrong many,nothing wrong tho know many doctor tell female smoke help nausea,0.5222222222222223,0.0,Neutral
789,"b""the flash trailer would have been great if it didn't provoke a sense of nausea every time ezra miller's face appeared on screen.""",nausea,b '' flash trailer would great n't provoke sense nausea every time ezra miller 's face appeared screen '',flash great sense screen,`` flash trailer would great n't provoke sense nausea every time ezra miller 's face appeared screen ``,0.75,0.8,Positive
790,b'twirl [prompt: twirl in the style of a basquiat painting]\n\n#nausea by #craftspells https://t.co/4caropxeny',nausea,b'twirl prompt twirl style basquiat painting \n\nnausea craftspells,prompt,twirl prompt twirl style basquiat painting \n\nnausea craftspells,0.0,0.0,Neutral
791,b'im just going to sit on the couch and sniff peppermint oil until my nausea subsides.',nausea,b'im going sit couch sniff peppermint oil nausea subsides,couch,im going sit couch sniff peppermint oil nausea subsides,0.0,0.0,Neutral
792,b'@ponksteruk i love it.\nas a spectator....as a player though? nausea.',nausea,b love it.\nas spectator .... player though nausea,,love it.\nas spectator .... player though nausea,0.6,0.5,Positive
793,b'@magnomiche nausea',nausea,b nausea,,nausea,0.0,0.0,Neutral
794,"b'week 5 semaglutide. .09 ml. forgot to weigh myself again! haha \nnausea has been a little rough so far this morning,... https://t.co/zsm5oviuxp'",nausea,b'week semaglutide. ml forgot weigh haha \nnausea little rough far morning ...,week weigh little rough,week semaglutide . ml forgot weigh haha \nnausea little rough far morning ...,0.55,0.0031250000000000028,Positive
795,"b'tmi \n\nafter 2wks of diarrhea, nausea, lack of appetite and just feeling all over shittiness im going to urgent car... https://t.co/umi0iukwgm'",nausea,b'tmi \n\nafter wks diarrhea nausea lack appetite feeling shittiness im going urgent car ...,appetite urgent,tmi \n\nafter wks diarrhea nausea lack appetite feeling shittiness im going urgent car ...,0.0,0.0,Neutral
796,b'changing faces [prompt: changing faces in the style of a basquiat painting]\n\n#nausea by #craftspells https://t.co/mwg2esaope',nausea,b'changing faces prompt changing faces style basquiat painting \n\nnausea craftspells,prompt,changing face prompt changing face style basquiat painting \n\nnausea craftspells,0.0,0.0,Neutral
797,b'the literal nausea i feel right now as (1) it really sinks in that jd vance is my senator now and (2) i find myself... https://t.co/tpmtzujuhk',nausea,b'the literal nausea feel right really sinks jd vance senator find ...,the literal right,the literal nausea feel right really sink jd vance senator find ...,0.3678571428571429,0.24285714285714285,Positive
798,b'rt @apsforg: anesthesia professional age check\n\n#droperidol #prochlorperazine #amisulpride #nausea #vomiting #anesthesia #anesthesiology #n...',nausea,b'rt anesthesia professional age check\n\ndroperidol prochlorperazine amisulpride nausea vomiting anesthesia anesthesiology n ...,professional anesthesia, anesthesia professional age check\n\ndroperidol prochlorperazine amisulpride nausea vomiting anesthesia anesthesiology n ...,0.1,0.1,Positive
799,b'anesthesia professional age check\n\n#droperidol #prochlorperazine #amisulpride #nausea #vomiting #anesthesia... https://t.co/2swogfykqx',nausea,b'anesthesia professional age check\n\ndroperidol prochlorperazine amisulpride nausea vomiting anesthesia ...,anesthesia professional,anesthesia professional age check\n\ndroperidol prochlorperazine amisulpride nausea vomiting anesthesia ...,0.1,0.1,Positive
800,b'mud - tiger feet (live totp 1974) https://t.co/ovuxvdvak2 via @youtube this actually induces nausea. and hyperventilation ',nausea,b'mud tiger feet live totp via actually induces nausea hyperventilation,nausea,mud tiger foot live totp via actually induces nausea hyperventilation,0.3,0.06818181818181818,Positive
801,b'saltine crackers have obliterated my nausea',nausea,b'saltine crackers obliterated nausea,,saltine cracker obliterated nausea,0.0,0.0,Neutral
802,b'nausea just hit me like a truck hello??',nausea,b'nausea hit like truck hello,,nausea hit like truck hello,0.0,0.0,Neutral
803,b'@skymalonn @alphajghost then everyone wants to say its nausea',nausea,b everyone wants say nausea,,everyone want say nausea,0.0,0.0,Neutral
804,b'@ashacc3 vr in general is nausea inducing but people get over it and then they try to fly something in vr which is... https://t.co/jvrd6w6vug',nausea,b vr general nausea inducing people get try fly something vr ...,general,vr general nausea inducing people get try fly something vr ...,0.7,0.42500000000000004,Positive
805,b' nausea https://t.co/d1smv8hqji',nausea,b nausea,,nausea,0.0,0.0,Neutral
806,"b'ohio residents cite nausea, headaches after train car derailment chemical leaks https://t.co/zsk5ygy8hn'",nausea,b'ohio residents cite nausea headaches train car derailment chemical leaks,,ohio resident cite nausea headache train car derailment chemical leak,0.0,0.0,Neutral
807,b'if anybody has tips for how to deal with nausea in the morning please help your girl out',nausea,b'if anybody tips deal nausea morning please help girl,nausea,if anybody tip deal nausea morning please help girl,0.0,0.0,Neutral
808,"b'2/4 summary by our own fellowship pd sean marks: when caring for a patient with nausea or vomiting, consider the ca... https://t.co/nmreeu12wo'",nausea,b'/ summary fellowship pd sean marks caring patient nausea vomiting consider ca ...,summary pd sean,/ summary fellowship pd sean mark caring patient nausea vomiting consider ca ...,0.0,0.0,Neutral
