,id,Time,Tweet,Processed_Tweets,tags
11220,1357966171408986113,2023-02-14 16:58:54+00:00,"b""rt @rubidilaikofc: she's been infected with viral infections from past 2 days &amp; today woke up to this: fever, sore throat infections and sw...""","b''rt:'sinfectedviralinfectionspastdays&amp;todaywoke:fever,sorethroatinfectionssw...''",fever
11221,1584404903203831811,2023-02-14 16:58:45+00:00,b'massman...on screens....very soon.....just keep excitement fever https://t.co/vsfpe8jc4o',b'massman...screens....soon.....keepexcitementfever,fever
11225,1425731545676009473,2023-02-14 16:58:31+00:00,"b""-i be having baby fever so bad , but i still feel like i'm not ready !!""","b''-ibabyfeverbad,stillfeellike'mready!!''",fever
11227,1514819521311256584,2023-02-14 16:58:11+00:00,"b""@forfun84374827 @alienwrench with how bad this one's fever is, yeah. \n\na whole mess of babies need to even attempt to calm this one.""","b''badone'sfever,yeah.\n\nawholemessbabiesneedevenattemptcalmone.''",fever
11229,980394511120596992,2023-02-14 16:57:32+00:00,"b""@itsleoniesdiary wasn't the og st. valentine gay tho? \nor is it one of my fever dream?""",b''n'togst.valentinegaytho?\noronefeverdream?'',fever
11231,3246681787,2023-02-14 16:57:04+00:00,b'@xavierverse @xavms fever pa rin talaga. border carnival yung first and only album ko from enhypen. i fell in love... https://t.co/8qjfksdjfk',b'feverparintalaga.bordercarnivalyungfirstalbumkoenhypen.felllove...,fever
11232,529189448,2023-02-14 16:56:54+00:00,b' fever ',b'fever',fever
11233,1365400076772810752,2023-02-14 16:56:30+00:00,b'gb holiday party or fever dream',b'gbholidaypartyfeverdream',fever
11234,1661346547,2023-02-14 16:55:26+00:00,b'cabin fever from the hill',b'cabinfeverhill',fever
11235,1077955449167773696,2023-02-14 16:55:21+00:00,"b'i can,t tell if its hot or if im developing a fever again'","b',tellhotimdevelopingfever'",fever
11236,1380791755,2023-02-14 16:55:18+00:00,b'i feel like im in a fever dream  is this real life??',b'feellikeimfeverdreamreallife??',fever
11237,1505549466279059460,2023-02-14 16:55:11+00:00,"b""tom petty - free fallin' - full moon fever""",b''tompetty-freefallin'-fullmoonfever'',fever
11238,20739133,2023-02-14 16:54:56+00:00,b'the latest #hemorrhagic fever #virus in africa--a new #marburg virus outbreak confirmed in equatorial guinea via... https://t.co/h3kephsrpa',b'thelatesthemorrhagicfevervirusafrica--newmarburgvirusoutbreakconfirmedequatorialguineavia...,fever
11240,297313135,2023-02-14 16:54:38+00:00,"b'atm si candy, moon, hello future, trigger the fever  https://t.co/cp1oj8twtw'","b'atmsicandy,moon,hellofuture,triggerfever",fever
11241,1317171938532446214,2023-02-14 16:54:20+00:00,b'the bluelock anime addition time is such a fever dream',b'thebluelockanimeadditiontimefeverdream',fever
11242,974677345658339328,2023-02-14 16:54:00+00:00,"b""fox has woken up from her nap doing a little better but i'm sick guys i'm sorry i have a fever and like a cold or s... https://t.co/htot28e3ht""",b''foxwokennaplittlebetter'msickguys'msorryfeverlikecold...,fever
11243,3286014979,2023-02-14 16:53:32+00:00,b'i had a dream i had a baby and i was shopping for him... what is this baby fever?',b'dreambabyshopping...babyfever?',fever
11244,1591221224889356288,2023-02-14 16:53:26+00:00,b'@jaila_sarang @mightwon yo what fever? no one wants a fever. do you have a fever? please call an ambulance if you have a fever.',b'yofever?onewantsfever.fever?pleasecallambulancefever.',fever
11245,1543548720377221120,2023-02-14 16:53:23+00:00,"b""#mani i think i have a mild fever that'd why i am low on energy""",b''manithinkmildfever'dlowenergy'',fever
11246,767319527906500612,2023-02-14 16:53:09+00:00,b'now playing: the fever',b'nowplaying:fever',fever
11247,1530729727232966656,2023-02-14 16:52:32+00:00,"b'22200qqsxx at, in fever, as long as there is life  #nft'","b'qqsxx,fever,longlifenft'",fever
11248,164539796,2023-02-14 16:52:23+00:00,b'@kencarman you forgot fever pitch',b'forgotfeverpitch',fever
11250,1343979052680552448,2023-02-14 16:51:36+00:00,b'rt @en_concert: 230204 - jungwon in manila\n\nfever dance break\n\ncr @/enhaglows #jungwon # #_ #enhypen #manifesto_in_manila_d2\nhttps:...',b'rt:-jungwonmanila\n\nfeverdancebreak\n\ncr@/enhaglowsjungwon_enhypenmanifesto_in_manila_d\n,fever
11251,1409045386661072897,2023-02-14 16:51:35+00:00,b'@crazydog1435 rhythm heaven fever honestly one of my most favorite hyper fixations',b'rhythmheavenfeverhonestlyonefavoritehyperfixations',fever
11254,624145286,2023-02-14 16:51:13+00:00,b'sos mon baby fever',b'sosmonbabyfever',fever
11255,308867679,2023-02-14 16:51:02+00:00,b'ungrateful? orbit decision-making reggio fever distributed.\n?\n\n\nvox2\nvox2\nvox2',b'ungrateful?orbitdecision-makingreggiofeverdistributed.\n?\n\n\nvox\nvox\nvox',fever
11256,1565304382027366400,2023-02-14 16:50:36+00:00,"b'i am rajalingam,my birth time i white colour,fever time you take treatment to you,you drink heat water,you sleep correct time'","b'rajalingam,birthtimewhitecolour,fevertimetaketreatment,drinkheatwater,sleepcorrecttime'",fever
11257,1343091562595692545,2023-02-14 16:50:36+00:00,"b'just saying hello to my new follower @fever_skating, looking forward to tweeting with you. #sayhello https://t.co/n2ekhdbc9e'","b'justsayinghellonewfollower,lookingforwardtweeting.sayhello",fever
11258,300641247,2023-02-14 16:50:35+00:00,b'i caught covid in oct 2020 and never had a fever/etc.. but severe fatigue/vertigo for 3 weeks (but recovered). in d... https://t.co/4ttaxgtw04',b'caughtcovidoctneverfever/etc..severefatigue/vertigoweeks(recovered)....,fever
11259,989699520056479744,2023-02-14 16:50:22+00:00,b'its only been a few hours but today feels like a fever dream ',b'itshourstodayfeelslikefeverdream',fever
11261,1576128402339364864,2023-02-14 16:50:11+00:00,b'are all the thousands of non plory little sevens voting on this gonna actually tune in for cabin fever or the cover... https://t.co/svnojppvap',b'arethousandsnonplorylittlesevensvotinggonnaactuallytunecabinfevercover...,fever
11262,1608786463973572610,2023-02-14 16:50:02+00:00,"b'@knowyanan ginger lemon tea and a lot of citrus!! taking fever reducers also helped even if i didnt have one, also soups nd salty stuff'","b'gingerlemontealotcitrus!!takingfeverreducersalsohelpedevendidntone,alsosoupsndsaltystuff'",fever
11263,1064590955679047681,2023-02-14 16:49:35+00:00,b'is this a fever dream?!?!?#',b'isfeverdream?!?!?',fever
11264,269001395,2023-02-14 16:49:33+00:00,"b""i'm loving the early spring weather here, but it's not loving me! hay fever time. https://t.co/kh9g73dklh""","b'''mlovingearlyspringweather,'sloving!hayfevertime.",fever
11265,1593995716388601859,2023-02-14 16:49:03+00:00,"b""4th boygroups on spotify:\n\n1. stray kids - god's menu  235m\n2. enhypen - fever  219m \n3. txt - 0x1 lovesong  179... https://t.co/fnsuizjjxb""",b''thboygroupsspotify:\n\n.straykids-god'smenum\n.enhypen-fever\n.txt-xlovesong...,fever
11266,383536656,2023-02-14 16:49:01+00:00,b'@dashiexp play rhythm heaven fever please',b'playrhythmheavenfeverplease',fever
11267,741288309910081537,2023-02-14 16:48:09+00:00,b'#nowplaying jaws of brooklyn - fever https://t.co/sj5hzefyco',b'nowplayingjawsbrooklyn-fever,fever
11268,1333287638577475584,2023-02-14 16:48:05+00:00,b'ans: onchocerciasis- blackfly(simulium)\n\nsandfly/phlebotomus argentipes\n-leishmeniasis\n-sandfly fever/oraya fever\n-... https://t.co/b3bc98wirk',b'ans:onchocerciasis-blackfly(simulium)\n\nsandfly/phlebotomusargentipes\n-leishmeniasis\n-sandflyfever/orayafever\n-...,fever
11269,58404520,2023-02-14 16:48:01+00:00,"b'14.02. 17:47 uhr: fever ray ""carbon dioxide""'",b'..:uhr:feverray``carbondioxide''',fever
11270,2287597687,2023-02-14 16:47:59+00:00,b'rt @aleronn__: this passage about titanic fever in afghanistan from a thousand splendid suns. titanic burqas https://t.co/9zmt0uxtyi',b'rt:passagetitanicfeverafghanistanthousandsplendidsuns.titanicburqas,fever
11271,1440828896916606982,2023-02-14 16:47:47+00:00,"b'@randsco mine got covid 2x on campus last yr. day 6 she told nurse still really ill, fever, testing +. nurse said 5... https://t.co/yquhrtg8sq'","b'minegotcovidxcampuslastyr.daytoldnursestillreallyill,fever,testing+.nursesaid...",fever
11272,973277591296671744,2023-02-14 16:47:43+00:00,b'@batman326 we want to wait and enjoy the time without kids but the baby fever for us both is really bad haha \nwe de... https://t.co/spigjqkrhy',b'wantwaitenjoytimewithoutkidsbabyfeverusreallybadhaha\nwede...,fever
11275,1519319504903622662,2023-02-14 16:47:10+00:00,"b""can jin be the crown prince in the remake of goong (princess hours).\nfever dream.# #bts #\ncan't they wait fo... https://t.co/qa8hvptfs7""",b''jincrownprinceremakegoong(princesshours).\nfeverdream.bts\ncan'twaitfo...,fever
11277,1264733485656399872,2023-02-14 16:46:57+00:00,"b""with valentines day here, just thought i'd remind everyone with baby fever, what those cute little babies do... https://t.co/i4im2bc1zf""","b''valentinesday,thought'dremindeveryonebabyfever,cutelittlebabies...",fever
11278,47286669,2023-02-14 16:46:56+00:00,b'i met dan howell.\nin 2023. on valentines.\nwhat a fever dream! \n\n',b'metdanhowell.\nin.valentines.\nwhatfeverdream!\n\n',fever
11279,2905226497,2023-02-14 16:46:51+00:00,"b'fever myself, emotional...without line--a threat placewhere\n?\n\n\nh80\nh80\nh80'","b'fever,emotional...withoutline--threatplacewhere\n?\n\n\nh\nh\nh'",fever
11281,501222499,2023-02-14 16:46:40+00:00,"b'the marks. believe god has a fever, when\n?\n\n\nh4\nh4\nh4'","b'themarks.believegodfever,when\n?\n\n\nh\nh\nh'",fever
11282,1359416377124163585,2023-02-14 16:46:28+00:00,"b""@praaatiiik it's seems fever loves you""",b'''sseemsfeverloves'',fever
11284,489440584,2023-02-14 16:45:46+00:00,b'i cant explain it but if i cant have love i want power and dance fever sit at the same table',b'cantexplaincantlovewantpowerdancefeversittable',fever
11285,1507762592919470082,2023-02-14 16:45:25+00:00,"b'fever dream mary: goodbye, stede. enjoy hell.'","b'feverdreammary:goodbye,stede.enjoyhell.'",fever
11286,264463614,2023-02-14 16:45:18+00:00,"b""y'all.. i'm getting baby fever. my little baby cousin is soooo damn adorable uhh""",b''y'all..'mgettingbabyfever.littlebabycousinsoooodamnadorableuhh'',fever
11288,3073859985,2023-02-14 16:44:32+00:00,b'today feels like a fever dream',b'todayfeelslikefeverdream',fever
11289,1304424229933285377,2023-02-14 16:44:19+00:00,b'day flower without money inside fever grass! ',b'dayflowerwithoutmoneyinsidefevergrass!',fever
11290,818873072530886656,2023-02-14 16:44:17+00:00,b'@mirindastrawb that fever healed up mysteriously quickly ',b'feverhealedmysteriouslyquickly',fever
11291,1104607579257425921,2023-02-14 16:44:08+00:00,"b'according to #who, #marburgvirus is a highly virulent disease that causes haemorrhagic fever. marburg virus disease... https://t.co/akn78pp4qv'","b'according,marburgvirushighlyvirulentdiseasecauseshaemorrhagicfever.marburgvirusdisease...",fever
11293,917405202768187393,2023-02-14 16:43:41+00:00,"b""@megamadvlad is that the fucking game about sega being a world dominating bad company cause holy shit that's a fever dream game""",b''fuckinggamesegaworlddominatingbadcompanycauseholyshit'sfeverdreamgame'',fever
11294,342143246,2023-02-14 16:43:34+00:00,"b'my autocorrect changed hay fever to gay fever, well it aint wrong!'","b'myautocorrectchangedhayfevergayfever,wellaintwrong!'",fever
11295,106797985,2023-02-14 16:43:15+00:00,"b""@turtlejelly19 oh, at least the fever coming down is a pretty good thing, i hope your sickness won't last too long, keep on taking care ""","b''oh,leastfevercomingprettygoodthing,hopesicknesswon'tlastlong,keeptakingcare``",fever
11296,615227917,2023-02-14 16:42:58+00:00,"b'102 fever, the worst sore throat of my life, etc '","b'fever,worstsorethroatlife,etc'",fever
11297,1540734390312894465,2023-02-14 16:42:41+00:00,"b'22200qqsxx e.""   ""and did i take the fever that\'s  #nft'",b'qqsxxe.''``takefeverthat\'snft',fever
11298,1290723530854871042,2023-02-14 16:42:38+00:00,b'jaden - cabin fever https://t.co/vqlymxreul via @youtube',b'jaden-cabinfevervia',fever
11299,912716329098072065,2023-02-14 16:42:28+00:00,b'people really have a way of pissing me off. why would i allow you to keep your appointment if you have a fever and... https://t.co/pxiw2zteib',b'peoplereallywaypissing.wouldallowkeepappointmentfever...,fever
11300,1492778730829529091,2023-02-14 16:42:24+00:00,b'@sch3waltz @makino_aihara fever because u choked on a boba',b'feveruchokedboba',fever
11302,1370959337170948099,2023-02-14 16:41:40+00:00,b'this fever has made me cry frm jn ya allah so sakit',b'thisfevermadecryfrmjnyaallahsakit',fever
11303,2276381605,2023-02-14 16:41:38+00:00,b'@beyondankita fever hai ',b'feverhai',fever
11304,1383111855304896516,2023-02-14 16:41:37+00:00,"b""@ammisays fever dream....it's a fever dream""",b''feverdream....'sfeverdream'',fever
11306,176379197,2023-02-14 16:41:27+00:00,"b""it's either \n\n-gastric\n-food poisoning \n-fever\n-pms \n\ni'll only know in the morning """,b'''seither\n\n-gastric\n-foodpoisoning\n-fever\n-pms\n\ni'llknowmorning``,fever
11308,1383111855304896516,2023-02-14 16:40:48+00:00,b'this feels like a fever dream wdym this is all true https://t.co/bjhclvpspx',b'thisfeelslikefeverdreamwdymtrue,fever
11309,548451859,2023-02-14 16:40:43+00:00,b'my friends need to stop having cute ass babies. i have baby fever ',b'myfriendsneedstopcuteassbabies.babyfever',fever
11310,1416174433069420548,2023-02-14 16:40:42+00:00,b'im having baby fever ',b'imbabyfever',fever
11311,1160779060693258240,2023-02-14 16:40:35+00:00,"b'@drk_iezalel gratefully, my fever is completely gone!! but, my voice still sound coarse and nasal due to my runny n... https://t.co/59hvh3lqpc'","b'gratefully,fevercompletelygone!!,voicestillsoundcoarsenasalduerunnyn...",fever
11313,923560648575016961,2023-02-14 16:40:00+00:00,b'via @swinewebcom: hong kong reports outbreak of african swine fever on farm  woah: https://t.co/tkuvdul3li https://t.co/htfskrt8ln #swine',b'via:hongkongreportsoutbreakafricanswinefeverfarmwoah:swine',fever
11315,2491336418,2023-02-14 16:39:40+00:00,"b'-debuted at my second solo exhibition, spirit on fire, 2023 \n-sold at 1708 gallery cabin fever 2023 auction\n-cu... https://t.co/t4n67ifvql'","b'-debutedsecondsoloexhibition,spiritfire,\n-soldgallerycabinfeverauction\n-cu...",fever
11316,188186483,2023-02-14 16:39:38+00:00,b'i blame the combination of fever dream and duolingo irish.',b'blamecombinationfeverdreamduolingoirish.',fever
11317,1248405374161620992,2023-02-14 16:39:34+00:00,b'this movie felt like a fever dream... yall could not handle this movie coming out in todays society https://t.co/cmfcglt5bq',b'thismoviefeltlikefeverdream...yallcouldhandlemoviecomingtodayssociety,fever
11318,539722403,2023-02-14 16:39:24+00:00,b'nfl fever 2004: supreme football experience - xbox game\n\nplay with nfl teams and battle it out for supremacy in thi... https://t.co/oqz49q6arl',b'nflfever:supremefootballexperience-xboxgame\n\nplaynflteamsbattlesupremacythi...,fever
11319,1510314186714324997,2023-02-14 16:39:22+00:00,b'30 penang pig farms hit by african swine fever\nhttps://t.co/8hgwoqptfo',b'penangpigfarmshitafricanswinefever\n,fever
11321,1316375232660332545,2023-02-14 16:38:45+00:00,"b""takeover fever around biotechs - bayer's reaction, purchase candidates bionxt and morphosys? #biotechnology #bayer... https://t.co/35a3pnywuk""","b''takeoverfeveraroundbiotechs-bayer'sreaction,purchasecandidatesbionxtmorphosys?biotechnologybayer...",fever
11322,576568085,2023-02-14 16:38:44+00:00,b'i be having baby fever sometimes  *side eye* ',b'babyfeversometimes*sideeye*',fever
11323,1611966548062736384,2023-02-14 16:38:27+00:00,b'@nursesinc01 she just gave me fever ',b'gavefever',fever
11324,1349605230879657985,2023-02-14 16:38:22+00:00,b'@dvemichele ted nugent cat scratch fever!!!!!',b'tednugentcatscratchfever!!!!!',fever
11325,1610751464665931776,2023-02-14 16:38:03+00:00,b'@jennjennmarie @nikkihaley @teamhaley fever dreams are a great source of inspiration for maga fanfiction',b'feverdreamsgreatsourceinspirationmagafanfiction',fever
11326,1298612299385765888,2023-02-14 16:37:53+00:00,b'pink mingi is real he wasnt a fever dream https://t.co/e4fwu8idco',b'pinkmingirealwasntfeverdream,fever
11328,1549471936769654784,2023-02-14 16:37:08+00:00,b'this feels like a fever dream https://t.co/du2emxibi8',b'thisfeelslikefeverdream,fever
11329,817389515295887362,2023-02-14 16:37:00+00:00,"b'me?baby, increase knowledgeyour dictated explanations fever\n?\n\n\nh122\nh122\nh122'","b'me?baby,increaseknowledgeyourdictatedexplanationsfever\n?\n\n\nh\nh\nh'",fever
11330,1592586989802754048,2023-02-14 16:36:51+00:00,b'fever hogaya hai  pray harder for my downfall . i will commit war crimes &amp; massive tax fraud when i feel better ',b'feverhogayahaiprayharderdownfall.commitwarcrimes&amp;massivetaxfraudfeelbetter',fever
11331,206966340,2023-02-14 16:36:36+00:00,"b'omg. i got sick at work and it started off w just a sore throat but at night i had a fever, chills n threw up the medicine i had '","b'omg.gotsickworkstartedwsorethroatnightfever,chillsnthrewmedicine'",fever
11332,1605615802744446977,2023-02-14 16:36:18+00:00,b'hippocrates characters case xi\na pregnant woman went into a coma after being seized with fever with pains in the lo... https://t.co/nwkzon9t48',b'hippocratescharacterscasexi\napregnantwomanwentcomaseizedfeverpainslo...,fever
11335,1423641076577890314,2023-02-14 16:35:37+00:00,b'norako shipo norako shipo \nlike a fever fever feeeverrrrrr',b'norakoshiponorakoshipo\nlikefeverfeverfeeeverrrrrr',fever
11338,876676958,2023-02-14 16:35:15+00:00,"b'#marburg is a hemorrhagic fever virus spread through contact with infected blood, body fluids, or tissues and conta... https://t.co/wyxftdptsn'","b'marburghemorrhagicfevervirusspreadcontactinfectedblood,bodyfluids,tissuesconta...",fever
11339,1433069426882990080,2023-02-14 16:35:02+00:00,b'you cant do fever second nephew like the original no matter how hard u try!',b'youcantfeversecondnephewlikeoriginalmatterhardutry!',fever
11340,14669758,2023-02-14 16:35:00+00:00,b'a bit of a procedural investigation show fever dream we made.    #adultswim https://t.co/1ylifcntvt',b'bitproceduralinvestigationshowfeverdreammade.adultswim,fever
11341,1164309894,2023-02-14 16:34:43+00:00,b'oh so it wasnt a fever dream that yoongi is going on tour ok',b'ohwasntfeverdreamyoongigoingtourok',fever
11342,1265061570817605632,2023-02-14 16:34:41+00:00,"b' devops got fever this mo\n there was an earthquake in belgrade \n we kept getting some mysterious errors \n\nbut, w... https://t.co/awadjqfmfo'","b'devopsgotfevermo\nearthquakebelgrade\nkeptgettingmysteriouserrors\n\nbut,w...",fever
11343,3236274731,2023-02-14 16:34:34+00:00,b'@mugerwarhey valentine fever..singlehood suck',b'valentinefever..singlehoodsuck',fever
11344,1617120558080040962,2023-02-14 16:34:33+00:00,b'why did i wake up on valentines day with a fever stop it',b'whywakevalentinesdayfeverstop',fever
11345,1374084653737418753,2023-02-14 16:34:31+00:00,b'@randomparticle3 i was shivering with a high fever the whole night so i slept the whole day',b'shiveringhighfeverwholenightsleptwholeday',fever
11346,3344263179,2023-02-14 16:34:25+00:00,"b""rt @oneworldnews: 'a fascinating fever dream of a book' al kennedy \n\nem strang's first novel, quinn, is a hypnotic rendering of an unravell...""","b''rt:'fascinatingfeverdreambook'alkennedy\n\nemstrang'sfirstnovel,quinn,hypnoticrenderingunravell...''",fever
11347,1054401544781729792,2023-02-14 16:34:07+00:00,b'im so jealous of u.s. armys\n\ntbh the u.s. seems more and more like a fever dream than an actual place',b'imjealousu.s.armys\n\ntbhu.s.seemslikefeverdreamactualplace',fever
11348,609961917,2023-02-14 16:34:06+00:00,"b'loveless professions. paralyzes fever, propel dangling\n?\n\n\nh69\nh69\nh69'","b'lovelessprofessions.paralyzesfever,propeldangling\n?\n\n\nh\nh\nh'",fever
11349,1362416131357757440,2023-02-14 16:34:05+00:00,b'@itskay1013 a fever dream',b'feverdream',fever
11350,764260920159641600,2023-02-14 16:33:59+00:00,"b'i went skiing day on sunday and my body decided to make me regret having fun! \nhello fever and cough, please leave me alone!'","b'wentskiingdaysundaybodydecidedmakeregretfun!\nhellofevercough,pleaseleavealone!'",fever
11351,2177928594,2023-02-14 16:33:45+00:00,b'but w #line hat fever is it \n#line https://t.co/qfczofwjyc',b'butwlinehatfever\nline,fever
11352,2783185206,2023-02-14 16:33:14+00:00,b'@bodeedoe @barrysoetorotm did you have a high fever when you were a baby',b'highfeverbaby',fever
11353,1274653398634074113,2023-02-14 16:32:51+00:00,"b'its like im constantly sick these days, this is actually the second time ive got a fever  i cant hear anything on my right ear'","b'itslikeimconstantlysickdays,actuallysecondtimeivegotfevercanthearanythingrightear'",fever
11354,1430160371298545671,2023-02-14 16:32:36+00:00,"b'@sunkissest all the songs for sooha have gone viral- fever and polaroid love, if the next title track is a love song,its going viral.'","b'songssoohagoneviral-feverpolaroidlove,nexttitletracklovesong,goingviral.'",fever
11355,1296444888112717825,2023-02-14 16:32:34+00:00,b'fever (queeeeen!!)\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/eio1rjnbpx',b'fever(queeeeen!!)\nmanifesto_in_manilamanilafestomanifesto_in_manila_day,fever
11356,1163705670153064448,2023-02-14 16:32:21+00:00,b'@kazuchwita fever drea. it is',b'feverdrea.',fever
11357,1397518099516100609,2023-02-14 16:32:17+00:00,b'the way i was still in school  and had this semi big stan account. literal fever dream ',b'thewaystillschoolsemibigstanaccount.literalfeverdream',fever
11358,1296444888112717825,2023-02-14 16:32:07+00:00,b'dance break before fever \n\n#manifesto_in_manila #manilafesto #manifesto_in_manila_day3 https://t.co/6lvcd0ogid... https://t.co/hmjxgiwpk4',b'dancebreakfever\n\nmanifesto_in_manilamanilafestomanifesto_in_manila_day,fever
11359,224030887,2023-02-14 16:31:53+00:00,b'i usually dont get baby fever. but this baby in la colombe just did it for me ',b'usuallydontgetbabyfever.babylacolombe',fever
11361,1157944233703219200,2023-02-14 16:31:28+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.1 concept photo '(seonghwa)'\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1 #inception #a...""",b''rt:[]ateezzero:feverpart.conceptphoto'(seonghwa)'\n\nalbumrelease..pm\n\nfever_part_inception...'',fever
11362,2445800892,2023-02-14 16:31:26+00:00,b'happy new csm chapter day :3 it was so good but omg it feels like a fever dream',b'happynewcsmchapterday:goodomgfeelslikefeverdream',fever
11363,991701830345293825,2023-02-14 16:31:22+00:00,"b'on this day in 2020 llyn released ""fever dream"" https://t.co/wsvsb5svl4\n.\n#musicwhereyoulive\n#culocalmusic\n#cuflashback'",b'ondayllynreleased``feverdream'',fever
11364,1040866753163796482,2023-02-14 16:31:01+00:00,"b""guess who ate junk food middle of fever \nyes that's my lame ass""",b''guessatejunkfoodmiddlefever\nyes'slameass'',fever
11365,157495101,2023-02-14 16:31:00+00:00,b'i get baby fever every time i see this sweet face!  https://t.co/e5e8l9luez',b'getbabyfevereverytimeseesweetface!,fever
11366,1157944233703219200,2023-02-14 16:30:17+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.1 'diary film' concept photo (seonghwa)\n\nalbum release 2020. 7. 29 6pm\n\n#fever_part_1...""",b''rt:[]ateezzero:feverpart.'diaryfilm'conceptphoto(seonghwa)\n\nalbumrelease..pm\n\nfever_part_...'',fever
11367,1157944233703219200,2023-02-14 16:30:14+00:00,"b""rt @ateezofficial: [] ateez zero : fever part.3\neternal sunshine concept photo 3 '(seonghwa)'\n\nmusic video release 2021. 10. 4 00am (...""",b''rt:[]ateezzero:feverpart.\neternalsunshineconceptphoto'(seonghwa)'\n\nmusicvideorelease..(...'',fever
11368,1492431556027502593,2023-02-14 16:30:03+00:00,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/wwroshcpkn',b'duringbruceleemovietimetitlesongnisinglenightlofinishchesadufeverunnakooda&amp;srkvisitedsongse...,fever
11369,1245618122129690624,2023-02-14 16:29:46+00:00,b'this feels like a fever dream oh my god',b'thisfeelslikefeverdreamohgod',fever
11370,1560594882338881536,2023-02-14 16:29:31+00:00,b'during brucelee movie time title song ni single night lo finish chesadu fever unna kooda &amp; srk visited that song se... https://t.co/fgxbjzihx1',b'duringbruceleemovietimetitlesongnisinglenightlofinishchesadufeverunnakooda&amp;srkvisitedsongse...,fever
11371,1237358830989611008,2023-02-14 16:29:29+00:00,b'@minecraft omfg it feels like a fever dream seeing this ahhhhhhh',b'omfgfeelslikefeverdreamseeingahhhhhhh',fever
11373,1471677327641915395,2023-02-14 16:29:26+00:00,b'@pixiemeadow101 this feel like a fever dream tbh',b'feellikefeverdreamtbh',fever
11374,809955042170171393,2023-02-14 16:28:54+00:00,b'i got baby fever  real bad ',b'gotbabyfeverrealbad',fever
11375,62289141,2023-02-14 16:28:17+00:00,"b'@waynetcarr @tapray717 @netflix you work in the industry, you know this is a fever dream and never going to happen.... https://t.co/oxq2v96swb'","b'workindustry,knowfeverdreamnevergoinghappen....",fever
11376,1236084621156249601,2023-02-14 16:28:14+00:00,b'this feels like a fever dream yall https://t.co/ymdwtwkq8u',b'thisfeelslikefeverdreamyall,fever
11377,4210580549,2023-02-14 16:28:07+00:00,b'2023-02-14 16:28:01 https://t.co/lff05qy5yp #blastfmradio  bee gees - night fever',b'--::blastfmradiobeegees-nightfever',fever
11378,1359278431762931715,2023-02-14 16:28:06+00:00,b'fever\n\n# \n# https://t.co/ha99azxekk',b'fever\n\n\n,fever
11380,1014503059324456961,2023-02-14 16:28:01+00:00,"b'rt @purplebliss0315: cabin fever means fret, alienation, claustrophobia, you could even say feeling antsy. so, this album has the message...'","b'rt:cabinfevermeansfret,alienation,claustrophobia,couldevensayfeelingantsy.,albummessage...'",fever
11381,1441334096240594950,2023-02-14 16:27:49+00:00,"b'rt @arson_firewell: #fnfever robo fever simps, assemble and enjoy https://t.co/fzjuji8ds9'","b'rt:fnfeverrobofeversimps,assembleenjoy",fever
11383,1562434141014335488,2023-02-14 16:27:27+00:00,"b'a 19 y/o college boy p/w a 7-day hx of sore throat, headache, fatigue &amp; fever. physical exam reveals anterior &amp; pos... https://t.co/fmmuxmoska'","b'y/ocollegeboyp/w-dayhxsorethroat,headache,fatigue&amp;fever.physicalexamrevealsanterior&amp;pos...",fever
11384,1036294003,2023-02-14 16:27:26+00:00,"b'the blitz hr1: college hoops fever"" 2/14/23\n\n-valentine\'s day\n-more big 12 madness\n-rank your four title contenders... https://t.co/fcableqkgi'",b'theblitzhr:collegehoopsfever''//\n\n-valentine\'sday\n-morebigmadness\n-rankfourtitlecontenders...,fever
11385,1008992000316604416,2023-02-14 16:26:56+00:00,b'@kav_vvv @okay_suv u have fever????',b'ufever????',fever
11387,1476314223743488005,2023-02-14 16:26:36+00:00,b'so my fever is rising sadly enough',b'sofeverrisingsadlyenough',fever
11388,741288309910081537,2023-02-14 16:26:11+00:00,b'#nowplaying laughing in slow motion - cabin fever https://t.co/cxc3i2qokb',b'nowplayinglaughingslowmotion-cabinfever,fever
11389,1574065911916642305,2023-02-14 16:25:25+00:00,b'@ayenswife omg i have that game too ive been recently playing cooking fever and the sims',b'omggameiverecentlyplayingcookingfeversims',fever
11390,760424486,2023-02-14 16:25:23+00:00,b'baby fever at an all time high .. i just want a son man',b'babyfevertimehigh..wantsonman',fever
11391,88115390,2023-02-14 16:25:22+00:00,b'nnewi is on fire - the city  is on tour - the whole of nigeria  will catch this fever \n\n#presidentialcampaign... https://t.co/jgo8hr4y9z',b'nnewifire-citytour-wholenigeriacatchfever\n\npresidentialcampaign...,fever
11393,2830744973,2023-02-14 16:25:10+00:00,b'this is a fucking fever dream bro https://t.co/smvbe3j3vy',b'thisfuckingfeverdreambro,fever
11394,1580437639089557504,2023-02-14 16:24:58+00:00,b'feels like a fever dream https://t.co/etkiutktdr',b'feelslikefeverdream,fever
