,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
638,b'the 26 yr old baby fever is strong',fever,the yr old baby fever strong,0.466666667,0.266666667,Positive,"['the yr', 'old baby', 'fever']","['old', 'strong']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
639,"b""@purplekisstrend grape juice\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  grape juice  here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['grape', 'juice', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Power of Vulnerability Course by Brené Brown (online course)
640,b'@francie1972  hubs  still has a fever he just woke up could he alternate tylenol and ibuprofen while on a z pack and that cough syrup?',fever,hustill fever woke could alternate tylenol ibuprofen z pack cough syrup,0,0,Neutral,"['hustill', 'woke', 'pack', 'cough', 'syrup']",['ibuprofen'],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
641,"b""@purplekisstrend apple juice\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  apple juice  here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['apple', 'juice', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",Mindfulness-Based Stress Reduction Course 
642,b'3 pregnancy announcements so far on facebook today. the baby fever is real ',fever,pregnancy announcement far facebook today baby fever real,0.65,0.15,Positive,"['pregnancy', 'announcement', 'today', 'baby']",['real'],The Science of Well-Being Course (online course)
643,"b'fever, mindfulness wretched blows, supporting, love!\n?\n\n\nh80\nh80\nh80'",fever,fever mindfulness wretched blow supporting love      ,0.425,0.375,Positive,"['blow', 'love']",[],The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
644,"b'rt @theapollocinema: if youve got the oscar fever, theres no better place to cure it than right here at the apollo for our annual oscar n...'",fever, youve got oscar fever there better place cure right apollo annual oscar n ,0.517857143,0.392857143,Positive,"['youve', 'place', 'cure', 'apollo annual oscar', 'n']","['better', 'apollo', 'annual']",The Psychology of Well-Being Course by Yale University (online course)
645,"b'rt @malbilia: symptoms including fever, fatigue and blood-stained vomit and diarrhoea have been reported.\n\nhttps://t.co/g9pcpwbzpa'",fever, symptom including fever fatigue blood stained vomit diarrhoea reported.  ,0,0,Neutral,"['symptom', 'fever fatigue', 'blood', 'vomit', 'diarrhoea']",['fever'],The Inner Game of Tennis by W. Timothy Gallwey (book)
646,b'i used to think this was some fever dream i had https://t.co/yy0ojnqqkv',fever,used think fever dream,0,0,Neutral,['fever dream'],['fever'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
647,"b""@purplekisstrend twitches \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  twitch   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['twitch', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Alchemist by Paulo Coelho (book)
648,b'was tar a collective fever dream or what https://t.co/rtm51awx1a',fever,was tar collective fever dream,0,0,Neutral,"['tar collective fever', 'dream']","['tar', 'collective']",A Course in Miracles by Foundation for Inner Peace (book)
649,b'@blibby33 fever dream barney',fever,fever dream barney,0,0,Neutral,"['dream', 'barney']",[],The Body Keeps the Score by Bessel van der Kolk (book)
650,"b""@purplekisstrend elvira \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  elvira   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['elvira', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Four Agreements by Don Miguel Ruiz (book)
651,"b'prayer affirmation affirmations awake? uplifting fever,\n?\n\n\nh69\nh69\nh69'",fever,prayer affirmation affirmation awake uplifting fever      ,0,0,Neutral,"['prayer', 'affirmation', 'affirmation', 'uplifting fever']",['uplifting'],The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
652,"b'@areej_abuali same, i have a cold, pinkeye and chilly fever feeling at the moment'",fever,cold pinkeye chilly fever feeling moment,0.95,-0.6,Negative,"['cold pinkeye', 'feeling moment']","['cold', 'feeling']",Dress in Light Clothing.
653,b'i feel frozen lmao.. is agust d really going on tour this feels like a fever dream',fever,feel frozen lmao .. agust really going tour feel like fever dream,0.6,0.4,Positive,"['frozen lmao', 'agust', 'tour feel', 'fever', 'dream']","['frozen', 'tour']",The Seven Spiritual Laws of Success by Deepak Chopra (book)
654,"b""well... we managed the playdate visit and came home as planned, but ivy now is running a fever again so i guess we'... https://t.co/7uloof1cxh""",fever,  well  managed playdate visit came home planned ivy running fever guess ,0,0,Neutral,"['playdate', 'visit', 'home', 'fever', 'guess']",['ivy'],The Secret by Rhonda Byrne (book)
655,"b""waking up on valentine's day with a fever.\n\nno way this shit isn't a sign lol """,fever,  waking valentine 's day fever.  no way shit n't sign lol  ,0.75,0.3,Positive,"['valentine', 'day', 'fever', 'no way']",[],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
656,"b""@purplekisstrend buff the slayer \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  buff slayer   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['buff', 'slayer', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",plan a weekend getaway to a nature retreat or spa
657,"b'@horsepower kids whole account is a fever dream, fortnite tournament leaderboards to tapn for methods lmfao'",fever,kid whole account fever dream fortnite tournament leaderboards tapn method lmfao,0.4,0.2,Positive,"['kid whole account', 'fever', 'dream', 'fortnite tournament', 'method', 'lmfao']","['kid', 'whole', 'fortnite']",The Miracle Morning by Hal Elrod (book)
658,b'catching a fever. need someone to do a kerokan for me. anyone?',fever,catching fever need someone kerokan anyone,0.9,0.6,Positive,"['someone', 'anyone']",[],Positive Psychology: Martin Seligman's Visionary Science 
659,"b""but somehow it started to feel like it wasn't real. it was just a fever dream.... https://t.co/nztvaitbsx""",fever,  somehow started feel like n't real fever dream .,0.3,0.2,Positive,['real fever dream'],"['real', 'fever']","attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
660,"b""@purplekisstrend sabrina the teenage witch\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  sabrina teenage witch  here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['sabrina teenage', 'witch', 'purky cabin', 'fever', 'dday purple kiss']","['sabrina', 'purky', 'dday', 'purple']",Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
661,b'how many sweet treats to cure fever estimate',fever,how many sweet treat cure fever estimate,0.575,0.425,Positive,"['many sweet treat', 'cure', 'fever', 'estimate']","['many', 'sweet']",The Body Keeps the Score by Bessel van der Kolk (book)
662,"b'@fluffyliltae ikr, feels like a fever dream for me '",fever,ikr feel like fever dream,0,0,Neutral,"['ikr feel', 'fever', 'dream']",['ikr'],The Body Keeps the Score by Bessel van der Kolk (book)
663,"b""@purplekisstrend hocus pocus\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  hocus pocus  here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['hocus', 'pocus', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",Positive Psychology: Martin Seligman's Visionary Science 
664,"b""@purplekisstrend blair witch project \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  blair witch project   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['blair', 'witch', 'project', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
665,b'wgn morning news is occasionally a fever dream. https://t.co/0hjbhyqlvi',fever,wgn morning news occasionally fever dream,0.125,0,Neutral,"['wgn', 'morning', 'news', 'fever dream']",['fever'],plan a weekend getaway to a nature retreat or spa
666,b'@wckedgxmes on a dit baby fever?!',fever,dit baby fever,0,0,Neutral,"['dit', 'baby', 'fever']",[],The Power of Vulnerability Course by Brené Brown (online course)
667,b'i just added bike night live 2/9/23 to cycle fever tv on #vimeo: https://t.co/1k5ba1m1dh',fever,added bike night live    cycle fever tv vimeo,0.5,0.136363636,Positive,"['bike', 'night', 'live cycle', 'fever', 'tv', 'vimeo']",['live'],The Body Keeps the Score by Bessel van der Kolk (book)
668,b'@jojofromjerz the country is burning and you still got trump fever! special one!',fever,country burning still got trump fever special one,0.571428571,0.357142857,Positive,['country'],"['trump', 'special']",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
669,b'@piquelme21 mbappe or r9 are more overpriced and never worth 10 million and more. some ppl must have fever to buy them for that price.',fever,mbappe r overpriced never worth million ppl must fever buy price,0.1,-0.15,Negative,"['mbappe', 'r', 'ppl', 'price']",['worth'],Dress in Light Clothing.
670,"b""still can't believe this announcement isn't just a fever dream coz wdym a solo tour??""",fever,  still ca n't believe announcement n't fever dream coz wdym solo tour  ,0,0,Neutral,"['announcement', 'coz', 'wdym', 'tour']",[],Join a yoga class or a meditation group
671,b'managed to go out for an hour tonight  and now i have a fever hahahahaha',fever,managed go hour tonight fever hahahahaha,0.6,0.2,Positive,"['hour', 'tonight', 'fever', 'hahahahaha']",[],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
672,"b""@como_belladonna i mean at least it isn't baby fever""",fever,  mean least n't baby fever  ,0.54375,-0.30625,Negative,['mean'],[],Dress in Light Clothing.
673,b'i got baby fever all over again ',fever,got baby fever,0,0,Neutral,"['baby', 'fever']",[],The Gifts of Imperfection by Brené Brown (book)
674,b'@skzhealingplace get well soon i also got fever today maybe its the season where many people get sick ',fever,get well soon also got fever today maybe season many people get sick,0.678571429,-0.107142857,Negative,"['today', 'season']","['many', 'sick']",Dress in Light Clothing.
675,"b'@heedeungethan hii, you may offer for the hee ld hybee and for the fever pob the price is already in the picture.'",fever,hii may offer hee ld hybee fever poprice already picture,0,0,Neutral,"['hii', 'hee', 'ld', 'hybee', 'fever', 'poprice', 'picture']",[],Positive Psychology: Martin Seligman's Visionary Science 
676,"b'high on fever, early good night fam  https://t.co/4j48c6djrb'",fever,high fever early good night fam,0.48,0.32,Positive,"['good night', 'fam']","['high', 'good']",start a gratitude journal to write down three things they are grateful for each day
677,"b""wdym yesterday wasn't a fever dream?? https://t.co/x2ptxorimx""",fever,  wdym yesterday n't fever dream,0,0,Neutral,"['wdym', 'yesterday', 'dream']",[],The How of Happiness by Sonja Lyubomirsky (book)
678,"b'disease known as texas fever was held\nto work n\n_coupon_iherb_i_herb_code_s_\nhurt, but\nabove all he https://t.co/ebei3qjyxi'",fever,disease known texas fever held to work n  coupon iherb i herb code s  hubut above,0,0,Neutral,"['disease', 'texas fever', 'coupon', 'iherb', 'i herb', 'code', 's', 'hubut']","['texas', 'i']","The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
679,"b""turn ons: brendon's v, ryan's hobo look during fever and george ryan ross iii's livejournal dont @ me""",fever,  turn ons brendon 's v ryan 's hobo look fever george ryan ross iii 's livejournal dont  ,0,0,Neutral,"['turn', 'v ryan', 'hobo look', 'fever', 'george', 'ryan ross', 'iii', 'livejournal dont']","['v', 'hobo', 'ryan', 'livejournal']",Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
680,b'@inshal_says nice fever deer',fever,nice fever deer,1,0.6,Positive,"['nice fever', 'deer']",['nice'],Join a yoga class or a meditation group
681,"b""rt @swaniing: here's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss \n\n https://t.co/zd81ba4ecs""",fever,  's purky cabin fever dday purple kiss is back     ,0,0,Neutral,"['purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",try a new healthy recipe and cook it from scratch
682,b'this is not a fever dream.',fever,this fever dream,0,0,Neutral,"['this fever', 'dream']",[],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
683,b'@spelivia_fever rightttttt ',fever,rightttttt,0,0,Neutral,['rightttttt'],[],The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
684,b'@raquelleeeee how much for hee fever pob and hee hybe ld?',fever,much hee fever pohee hybe ld,0.2,0.2,Positive,"['much hee', 'fever', 'pohee', 'hybe', 'ld']",['much'],The Power of Vulnerability Course by Brené Brown (online course)
685,"b'most people on their periods get emotional over babies and get baby fever, not me i go on the rspca website and cry... https://t.co/qm7kbllf34'",fever,most people period get emotional baby get baby fever go rspca website cry ,0.575,0.25,Positive,"['period', 'emotional baby', 'baby', 'rspca website', 'cry']","['most', 'emotional', 'rspca']",The Body Keeps the Score by Bessel van der Kolk (book)
686,b'fever fever fever~',fever,fever fever fever~,0,0,Neutral,[],[],Positive Psychology: Martin Seligman's Visionary Science 
687,b'@timeasshole @itsdeanblundell lol what. take some advil to help with that fever dream.',fever,lol take advil help fever dream,0.7,0.8,Positive,"['advil help', 'dream']",['advil'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
688,"b""rt @ghananewsagency: 'valentine fever gradually losing grounds in kumasi\n\n#ghananewsagency #gna  \nhttps://t.co/ed2ibhgues""",fever,  'valentine fever gradually losing ground kumasi  ghananewsagency gna  ,0,0,Neutral,"['fever', 'ground', 'ghananewsagency', 'gna']",[],start a gratitude journal to write down three things they are grateful for each day
689,"b""poppin' candy fever! - kinoshita https://t.co/z8ix8fxvx1""",fever,  poppin candy fever kinoshita,0,0,Neutral,"['poppin', 'candy', 'fever', 'kinoshita']",[],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
690,b'no one wanted fever https://t.co/z8ej7wduwa',fever,no one wanted fever,0,0,Neutral,"['no one', 'fever']",[],The Inner Game of Tennis by W. Timothy Gallwey (book)
691,"b'audis activesphere concept is a vr, pickup bed, quattro fever dream https://t.co/3sb5we75ed'",fever,audis activesphere concept vr pickup bed quattro fever dream,0,0,Neutral,"['audis', 'concept vr', 'pickup', 'quattro fever', 'dream']","['concept', 'quattro']","start a daily exercise routine, such as running, cycling, or weightlifting"
692,"b'rt @wheelsntoys: marburg is a severe, often fatal illness. it begins abruptly, with high fever, severe headache and severe malaise. many pa...'",fever, marburg severe often fatal illness begin abruptly high fever severe headache severe malaise many pa ,0.52,0.33,Positive,"['marburg', 'fatal illness begin', 'high fever', 'severe headache']","['fatal', 'illness', 'high', 'severe', 'severe', 'many']",The Science of Happiness Course by UC Berkeley (online course)
693,b'@bighit_music feels like a fever dream',fever,feel like fever dream,0,0,Neutral,"['feel', 'fever', 'dream']",[],The Miracle Morning by Hal Elrod (book)
694,"b""who's tf going to have a fever on valentine's day? yeah, me""",fever,  's tf going fever valentine 's day yeah  ,0,0,Neutral,"['tf', 'fever valentine', 'day']",['fever'],"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
695,b'all the d-2 tracks live performances were gonna get... this feels like a fever dream its insane https://t.co/mrpyajiqsn',fever,all d  track live performance gon na get  feel like fever dream insane,0.75,-0.431818182,Negative,"['all d track', 'live performance', 'gon', 'feel', 'fever', 'dream', 'insane']","['d', 'live']",Dress in Light Clothing.
696,"b""are you looking extra hot this valentine's day, or do i just have a fever? \n\n...i have a fever """,fever,  looking extra hot valentine 's day fever     fever  ,0.475,0.125,Positive,"['extra hot valentine', 'day']","['extra', 'hot']",Authentic Happiness by Martin Seligman (book)
697,"b'i am rajalingam,my birth time i white colour,fever to lady, fever what time come to you = your blood dirty time,you... https://t.co/5g6kmakzq0'",fever,rajalingam birth time white colour fever lady fever time come blood dirty time ,0.4,-0.3,Negative,"['birth', 'time', 'white colour', 'fever', 'lady', 'fever', 'time', 'blood', 'dirty', 'time']",['white'],Dress in Light Clothing.
698,b'#sellecart\nwts lfb ph onhand unsealed ateez album zero fever part 2 version z\n\n inclusion: ob + pb + cd\n 80 php\n... https://t.co/eharnssdjw',fever,sellecart wts lfph onhand unsealed ateez album zero fever paversion z   inclusion opcd  php  ,0,0,Neutral,"['sellecart', 'wts', 'lfph', 'onhand', 'ateez album', 'zero', 'fever', 'paversion', 'z', 'inclusion', 'php']",['ateez'],Mindfulness-Based Stress Reduction Course 
699,"b'neo ttaemune onmomi taolla neo ttaemune shimjangi mokmalla like a fever, fever, fever, fever'",fever,neo ttaemune onmomi taolla neo ttaemune shimjangi mokmalla like fever fever fever fever,0,0,Neutral,"['neo ttaemune', 'taolla', 'neo', 'ttaemune', 'mokmalla', 'fever', 'fever', 'fever', 'fever']",['neo'],"The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
700,"b""@gaehyungg joon's mini concert too\nthis is a fever dream""",fever,  joon 's mini concetoo this fever dream  ,0,0,Neutral,"['joon', 'mini', 'concetoo', 'this fever', 'dream']",[],The Seven Spiritual Laws of Success by Deepak Chopra (book)
701,"b'rt @thenews_intl: marburg virus is highly dangerous pathogen that causes severe fever, often accompanied by bleeding and organ failure\n\nrea...'",fever, marburg virus highly dangerous pathogen cause severe fever often accompanied bleeding organ failure  rea ,0.9,-0.6,Negative,"['dangerous pathogen', 'cause', 'organ failure', 'rea']","['dangerous', 'severe', 'organ']",Dress in Light Clothing.
702,"b'@jezzerat @voxdotcom jan 25, 2023  disease report. african swine fever (asf) has continued to be reported in wild... https://t.co/pb3dlhux4m'",fever,jan disease repoafrican swine fever asf continued reported wild ,0.4,0.1,Positive,"['jan', 'disease', 'repoafrican swine', 'fever', 'asf']","['repoafrican', 'wild']",The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
703,b'i fully condone crappin fever',fever,fully condone crappin fever,0,0,Neutral,"['condone crappin', 'fever']",['condone'],A Course in Miracles by Foundation for Inner Peace (book)
704,b'ueda having an ig account now is the biggest fever dream ',fever,ueda ig account biggest fever dream,0,0,Neutral,"['ueda ig', 'account', 'fever', 'dream']","['ueda', 'biggest']",The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
705,"b'rt @fjcolon: this project will develop a tool to predict changes in rift valley fever integrating data on african climate, population, live...'",fever, project develop tool predict change rift valley fever integrating data african climate population live ,0.25,0.068181818,Positive,"['project', 'tool predict', 'change', 'rift', 'valley', 'fever', 'african climate population']","['tool', 'african', 'climate']",The Body Keeps the Score by Bessel van der Kolk (book)
706,b'feels like a fever dream https://t.co/gaujxhncxe... https://t.co/ysdgiiudpv',fever,feels like fever dream,0,0,Neutral,"['fever', 'dream']",[],plan a weekend getaway to a nature retreat or spa
707,b'my baby fever just went sky rocket https://t.co/kl8p52q2xf',fever,my baby fever went sky rocket,0,0,Neutral,"['baby', 'sky rocket']",['sky'],The Seven Spiritual Laws of Success by Deepak Chopra (book)
708,"b""@_lilsi_ thank you! really want to finish the pic today, but i got fever and it's a bit more difficult than i thought """,fever,  thank really want finish pic today got fever 's bit difficult thought  ,0.6,-0.15,Negative,"['finish pic', 'today', 'bit']","['finish', 'difficult']",Dress in Light Clothing.
709,"b'@merenotilde the only good fever is a disco fever, hope you feel better homie'",fever,good fever disco fever hope feel better homie,0.55,0.6,Positive,"['good fever', 'disco', 'fever', 'homie']","['good', 'better']",Join a yoga class or a meditation group
710,b'rt @elwigamal: tuesday night fever\n https://t.co/hj0l4qpgxk',fever, tuesday night fever ,0,0,Neutral,"['tuesday night', 'fever']",['tuesday'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
711,b'@btstatsreminder this is like a fever dream.. like this is like dream comw true',fever,like fever dream .. like like dream comw true,0.65,0.35,Positive,"['fever', 'dream', 'dream', 'comw']",['true'],The Gifts of Imperfection by Brené Brown (book)
712,b'fever dream!  \nwake up!\n#endgunviolence https://t.co/mnjzqas7pg',fever,fever dream  wake  endgunviolence,0,0,Neutral,"['dream', 'wake', 'endgunviolence']",[],The Science of Well-Being Course (online course)
713,b'matthew gray gubler is the definition of fever dream and all the evidence would get me banned from twt ',fever,matthew gray gubler definition fever dream evidence would get banned twt,0,0,Neutral,"['matthew', 'gray gubler', 'definition', 'fever', 'dream', 'evidence', 'twt']",['gray'],The Gifts of Imperfection by Brené Brown (book)
714,b'also lrt i made the zine artwork in like a fever haze it was wild i tried to put as many references to characters a... https://t.co/vgxmjmitio',fever,also lmade zine artwork like fever haze wild tried put many reference character ,0.45,0.3,Positive,"['lmade zine', 'artwork', 'fever', 'many reference', 'character']","['lmade', 'wild', 'many']",Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
715,"b""@purplekisstrend cranberry juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  cranberry juice   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['cranberry', 'juice', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
716,b'@andymilonakis andy trying to give every woman on his tl baby fever https://t.co/sl6g1bi8xg',fever,andy trying give every woman tl baby fever,0,0,Neutral,"['every woman', 'baby', 'fever']",[],"The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
717,b'you have a #twitter  very bad fever \n#facebook https://t.co/jjmtsmd0vu',fever,you twitter bad fever  facebook,0.666666667,-0.7,Negative,"['bad fever', 'facebook']",['bad'],Dress in Light Clothing.
718,"b'@foodandwine jan 25, 2023  disease report. african swine fever (asf) has continued to be reported in wild boar in... https://t.co/f6kgpparvm'",fever,jan disease repoafrican swine fever asf continued reported wild boar ,0.4,0.1,Positive,"['jan', 'disease', 'repoafrican swine', 'fever', 'asf', 'wild boar']","['repoafrican', 'wild']",The Power of Vulnerability Course by Brené Brown (online course)
719,b'streams are tentative this week. your girl is fighting this fever and i feel like absolute ass. ill be back as soon as i can ',fever,streams tentative week girl fighting fever feel like absolute as ill back soon,0.633333333,-0.1,Negative,"['tentative week', 'girl', 'like absolute', 'ill']","['tentative', 'like']",Dress in Light Clothing.
720,"b""@purplekisstrend orange juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  orange juice   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['orange', 'juice', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",Join a yoga class or a meditation group
721,"b""@purplekisstrend apple juice \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  apple juice   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['apple', 'juice', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Body Keeps the Score by Bessel van der Kolk (book)
722,b'@ronfilipkowski woke is not a real thing. its a swamp fever dream of republicans. what bothers them are feelings a... https://t.co/yosq03tytl',fever,woke real thing swamp fever dream republican bother feeling ,0.3,0.2,Positive,"['real thing', 'swamp', 'fever', 'dream', 'republican bother', 'feeling']","['real', 'republican']",The Way of Zen by Alan Watts (book)
723,b'our toddler started a really high fever last night  none of us slept too well. fun start to valentines day haha',fever,our toddler started really high fever last night none u slept well fun stavalentine day haha,0.276666667,0.165,Positive,"['toddler', 'high fever', 'last night', 'none', 'u', 'fun stavalentine day']","['high', 'last', 'fun', 'stavalentine']",Mindfulness-Based Stress Reduction Course 
724,"b""@purplekisstrend parka \n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  parka   here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['parka', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
725,b'hi. im alive. this morning will be my last dose of paxlovid. i had a low fever and chills last night. was getting... https://t.co/vdjwctbv03',fever,hi im alive morning last dose paxlovid low fever chill last night getting ,0.208333333,0.025,Positive,"['hi', 'im', 'alive morning', 'last dose', 'low fever', 'chill', 'last night']","['alive', 'last', 'low', 'last']",Mindfulness-Based Stress Reduction Course 
726,b'@otanari_xxx @otanari_4love valentine day blue fever nice boots colourful face nice navel we should fuck. like righ... https://t.co/7ommmqxz88',fever,valentine day blue fever nice boot colourful face nice navel fuck like righ ,0.675,0.2,Positive,"['valentine day', 'nice boot', 'colourful face', 'nice navel fuck', 'righ']","['valentine', 'nice', 'colourful', 'nice', 'navel']",The Self-Acceptance Project Course by Sounds True (online course)
727,"b'this friday in the fever room, with give aways galore and your favourite hsm tunes.....were all in this together exet... https://t.co/tmxkbazwrv'",fever,this friday fever room give aways galore favourite hsm tune .. together exet ,0,0,Neutral,"['this friday fever', 'room', 'favourite hsm', 'tune']","['friday', 'favourite', 'exet']",Mindfulness-Based Stress Reduction Course 
728,b'i feel like im in a fever dream rn',fever,feel like im fever dream rn,0,0,Neutral,"['feel', 'im', 'fever', 'dream', 'rn']",[],"The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
729,"b""@purplekisstrend @rbw_purplekiss scarf\n\nhere's purky\n#cabin_fever_dday\n#purple_kiss_is_back # \n@rbw_purplekiss""",fever,  scarf  here 's purky cabin fever dday purple kiss is back    ,0,0,Neutral,"['scarf', 'purky cabin', 'fever', 'dday purple kiss']","['purky', 'dday', 'purple']",The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
730,"b""just when spring fever started to set in....\n\nhappy valentine's day with a sprinkle of cool, gusty winds, and rain... https://t.co/pb8gwrgzy4""",fever,  spring fever started set .   happy valentine 's day sprinkle cool gusty wind rain ,0.65,0.35,Positive,"['spring', 'fever', 'happy valentine', 'day', 'cool gusty wind', 'rain']","['happy', 'cool', 'gusty']",The Secret by Rhonda Byrne (book)
731,b'update: \n\nshe had a high fever and she has a possible infection. they gave her an antibiotic and pain reliever/feve... https://t.co/sefvo3nfvo',fever,update   she high fever possible infection gave antibiotic pain reliever feve ,0.77,0.08,Positive,"['high fever', 'possible infection', 'antibiotic pain', 'reliever']","['update', 'high', 'possible', 'antibiotic']","attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
732,b'i talking u real when i tell you i having a fever!!!!!!!!!\nlike seriously my body started shivering and then i went collldddd shaking',fever,talking u real tell fever  like seriously body started shivering went collldddd shaking,0.483333333,-0.066666667,Negative,"['u real tell', 'fever', 'body']","['u', 'real']",Dress in Light Clothing.
733,b'@bts_bighit is this a fever dream',fever,fever dream,0,0,Neutral,"['fever', 'dream']",[],join a community service project or volunteer for a cause they care about
734,"b'.@rbw_purplekiss highest pre-order on ktown4u! \n\ngeekyland - 2,315 copies \ncabin fever - 1,470 copies ... https://t.co/u90twnix2w'",fever,highest pre order ktownu   geekyland copy  cabin fever copy ,0,0,Neutral,"['pre', 'order', 'ktownu', 'geekyland', 'copy', 'cabin', 'fever', 'copy']",['highest'],The Psychology of Well-Being Course by Yale University (online course)
735,b'@lilagracerose the lie that everyone is engaging in extreme sexual behaviors.  this narrative is at a fever pitch i... https://t.co/j6iaxlor2n',fever,lie everyone engaging extreme sexual behavior narrative fever pitch ,0.844444444,0.258333333,Positive,"['lie', 'everyone', 'extreme sexual behavior', 'narrative fever', 'pitch']","['extreme', 'sexual', 'narrative']",The Seven Spiritual Laws of Success by Deepak Chopra (book)
