,id,Time,Tweet,tags,pre,words
1364,909570295605862400,2023-02-13 19:09:19+00:00,b'@justj_rn yeah i get terrible nausea from morphine so they listed it in my allergies with it as an adverse reaction. works for me.',nausea,b rn yeah i get terrible nausea from morphine so they listed it in my allergies with it as an adverse reaction works for me,"['b', 'rn', 'yeah', 'i', 'get', 'terrible', 'nausea', 'from', 'morphine', 'so', 'they', 'listed', 'it', 'in', 'my', 'allergies', 'with', 'it', 'as', 'an', 'adverse', 'reaction', 'works', 'for', 'me']"
1365,589894875,2023-02-13 19:04:04+00:00,b'@c_nenye it gives you nausea?',nausea,b nenye it gives you nausea,"['b', 'nenye', 'it', 'gives', 'you', 'nausea']"
1366,1498109880443490307,2023-02-13 19:03:04+00:00,"b'anxiety rash has made an appearance and i have the nervous pees, nervous tummy ache, nervous shakes, nervous nausea, nervou-'",nausea,b anxiety rash has made an appearance and i have the nervous pees nervous tummy ache nervous shakes nervous nausea nervou,"['b', 'anxiety', 'rash', 'has', 'made', 'an', 'appearance', 'and', 'i', 'have', 'the', 'nervous', 'pees', 'nervous', 'tummy', 'ache', 'nervous', 'shakes', 'nervous', 'nausea', 'nervou']"
1367,1325591746697293824,2023-02-13 18:58:16+00:00,b'ok maybe not i hate the nausea',nausea,b ok maybe not i hate the nausea,"['b', 'ok', 'maybe', 'not', 'i', 'hate', 'the', 'nausea']"
1368,1170062739882070016,2023-02-13 18:57:43+00:00,"b'@hillarymonahan this is true, and on a related note, i would like to know whose idea it was to make anti-nausea pil... https://t.co/qprlqu34rl'",nausea,b this is true and on a related note i would like to know whose idea it was to make anti nausea pil,"['b', 'this', 'is', 'true', 'and', 'on', 'a', 'related', 'note', 'i', 'would', 'like', 'to', 'know', 'whose', 'idea', 'it', 'was', 'to', 'make', 'anti', 'nausea', 'pil']"
1369,1310665233506152448,2023-02-13 18:55:43+00:00,"b'the intensity of symptoms varies from acute (1,0008,000 ppm), including dizziness, nausea, visual disturbances, he... https://t.co/9hyypxsip1'",nausea,b the intensity of symptoms varies from acute 1 0008 000 ppm including dizziness nausea visual disturbances he,"['b', 'the', 'intensity', 'of', 'symptoms', 'varies', 'from', 'acute', '1', '0008', '000', 'ppm', 'including', 'dizziness', 'nausea', 'visual', 'disturbances', 'he']"
1370,1543337846978789376,2023-02-13 18:55:41+00:00,b'gin akutagawa ((\n- rumination disorder\n- has really painful nausea episodes &amp; experiences tachycardia\n- sees n... https://t.co/halhvvdk7j',nausea,b gin akutagawa n rumination disorder n has really painful nausea episodes amp experiences tachycardia n sees n,"['b', 'gin', 'akutagawa', 'n', 'rumination', 'disorder', 'n', 'has', 'really', 'painful', 'nausea', 'episodes', 'amp', 'experiences', 'tachycardia', 'n', 'sees', 'n']"
1371,726835590910644224,2023-02-13 18:55:04+00:00,b'honestly.  the nausea alone would have finished an average person. https://t.co/c0cbnea4e8',nausea,b honestly the nausea alone would have finished an average person,"['b', 'honestly', 'the', 'nausea', 'alone', 'would', 'have', 'finished', 'an', 'average', 'person']"
1372,283604227,2023-02-13 18:54:20+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/3nbiduvlmd... https://t.co/bsyscmymys'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1373,262098918,2023-02-13 18:49:19+00:00,b'i couldnt eat anything yesterday because ~*nausea*~ so this bitch is hungry for lunch and im thinking cheese',nausea,b i couldnt eat anything yesterday because nausea so this bitch is hungry for lunch and im thinking cheese,"['b', 'i', 'couldnt', 'eat', 'anything', 'yesterday', 'because', 'nausea', 'so', 'this', 'bitch', 'is', 'hungry', 'for', 'lunch', 'and', 'im', 'thinking', 'cheese']"
1374,19607457,2023-02-13 18:49:17+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/kvhjzp6qdr'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1375,2979022781,2023-02-13 18:49:07+00:00,b'the nausea and heart burn has been off the chart today ',nausea,b the nausea and heart burn has been off the chart today,"['b', 'the', 'nausea', 'and', 'heart', 'burn', 'has', 'been', 'off', 'the', 'chart', 'today']"
1376,145976804,2023-02-13 18:48:34+00:00,"b""@fatimakramhayat don't know about claustrophobia but i start getting nausea and anxiety if i'm stuck in the traffic too long""",nausea,b don t know about claustrophobia but i start getting nausea and anxiety if i m stuck in the traffic too long,"['b', 'don', 't', 'know', 'about', 'claustrophobia', 'but', 'i', 'start', 'getting', 'nausea', 'and', 'anxiety', 'if', 'i', 'm', 'stuck', 'in', 'the', 'traffic', 'too', 'long']"
1377,241204450,2023-02-13 18:46:29+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/z2zp2lazut'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1378,1380729480977678337,2023-02-13 18:44:07+00:00,"b'i got so tired of discussing my future,\ni started avoiding the people i love. \nevenings of silence and mornings of nausea.'",nausea,b i got so tired of discussing my future ni started avoiding the people i love nevenings of silence and mornings of nausea,"['b', 'i', 'got', 'so', 'tired', 'of', 'discussing', 'my', 'future', 'ni', 'started', 'avoiding', 'the', 'people', 'i', 'love', 'nevenings', 'of', 'silence', 'and', 'mornings', 'of', 'nausea']"
1379,1499453763341500427,2023-02-13 18:43:51+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed.'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1380,966001245549932544,2023-02-13 18:42:29+00:00,"b""@jesslovesmjk i can't even listen to him. i have a visceral reaction to his voice. so i appreciate the sub-titles. it lessens the nausea.""",nausea,b i can t even listen to him i have a visceral reaction to his voice so i appreciate the sub titles it lessens the nausea,"['b', 'i', 'can', 't', 'even', 'listen', 'to', 'him', 'i', 'have', 'a', 'visceral', 'reaction', 'to', 'his', 'voice', 'so', 'i', 'appreciate', 'the', 'sub', 'titles', 'it', 'lessens', 'the', 'nausea']"
1381,1015343195759284224,2023-02-13 18:42:13+00:00,"b""on camera at work, waiting for things to start. participants join, i'm being professional. huge surge of nausea hit... https://t.co/lpuwh1a8oh""",nausea,b on camera at work waiting for things to start participants join i m being professional huge surge of nausea hit,"['b', 'on', 'camera', 'at', 'work', 'waiting', 'for', 'things', 'to', 'start', 'participants', 'join', 'i', 'm', 'being', 'professional', 'huge', 'surge', 'of', 'nausea', 'hit']"
1382,1499453763341500427,2023-02-13 18:40:55+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed.\nhttps://t.co/niqorrhnns'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed n,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed', 'n']"
1383,1053699009355771909,2023-02-13 18:40:25+00:00,b'oof. hit by a sudden wave of hunger that is also accompanied by nausea. good thing i have some food being cooked for me!',nausea,b oof hit by a sudden wave of hunger that is also accompanied by nausea good thing i have some food being cooked for me,"['b', 'oof', 'hit', 'by', 'a', 'sudden', 'wave', 'of', 'hunger', 'that', 'is', 'also', 'accompanied', 'by', 'nausea', 'good', 'thing', 'i', 'have', 'some', 'food', 'being', 'cooked', 'for', 'me']"
1384,1142277603199455232,2023-02-13 18:39:47+00:00,b'@talanbuttwt do u want nausea medicine? its chewable',nausea,b do u want nausea medicine its chewable,"['b', 'do', 'u', 'want', 'nausea', 'medicine', 'its', 'chewable']"
1385,1312260838879887360,2023-02-13 18:39:42+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed  dnyuz https://t.co/kpea8vd4lj'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed dnyuz,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed', 'dnyuz']"
1386,4867197754,2023-02-13 18:37:28+00:00,"b""@micwelshman @nbreavington @davesmi97216740 yeah but i can't get why women would take an anti nausea drug. there's... https://t.co/oth26kiutt""",nausea,b yeah but i can t get why women would take an anti nausea drug there s,"['b', 'yeah', 'but', 'i', 'can', 't', 'get', 'why', 'women', 'would', 'take', 'an', 'anti', 'nausea', 'drug', 'there', 's']"
1387,243982085,2023-02-13 18:36:42+00:00,"b'rt @ofdogfather: nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/jh7rts4aqi'",nausea,b rt nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'rt', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1388,1616817868678762496,2023-02-13 18:35:58+00:00,"b'rt @harunaswift: hmmm looking for ways to improve my general wellbeing,, i struggle with bouts of extreme tiredness, heartburn and nausea a...'",nausea,b rt hmmm looking for ways to improve my general wellbeing i struggle with bouts of extreme tiredness heartburn and nausea a,"['b', 'rt', 'hmmm', 'looking', 'for', 'ways', 'to', 'improve', 'my', 'general', 'wellbeing', 'i', 'struggle', 'with', 'bouts', 'of', 'extreme', 'tiredness', 'heartburn', 'and', 'nausea', 'a']"
1389,1149690177444634626,2023-02-13 18:33:08+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/d3tgmtib1v https://t.co/en3hhdljeq'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1390,1443974528955293730,2023-02-13 18:30:56+00:00,b'@rgrezell then you get more brexit. but the reasons for labours stance have been debated ad nausea and are the right (for now) policy.',nausea,b then you get more brexit but the reasons for labours stance have been debated ad nausea and are the right for now policy,"['b', 'then', 'you', 'get', 'more', 'brexit', 'but', 'the', 'reasons', 'for', 'labours', 'stance', 'have', 'been', 'debated', 'ad', 'nausea', 'and', 'are', 'the', 'right', 'for', 'now', 'policy']"
1391,1171061450401619968,2023-02-13 18:30:55+00:00,"b""on fucking valentine's day i have to be in town. yeses here's to my constant nausea when i see y'all's mjolo content!!!!!!""",nausea,b on fucking valentine s day i have to be in town yeses here s to my constant nausea when i see y all s mjolo content,"['b', 'on', 'fucking', 'valentine', 's', 'day', 'i', 'have', 'to', 'be', 'in', 'town', 'yeses', 'here', 's', 'to', 'my', 'constant', 'nausea', 'when', 'i', 'see', 'y', 'all', 's', 'mjolo', 'content']"
1392,1371126826140119044,2023-02-13 18:30:13+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed. https://t.co/4vn1wguv5g'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1393,167889401,2023-02-13 18:30:13+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed #health https://t.co/e8ucsfgk50'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1394,83667967,2023-02-13 18:24:47+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/qya2t5iyzw'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1395,886057272,2023-02-13 18:21:51+00:00,b'@thehappydog_ he is beautiful!!!  your life will never be the same  ask your vet about cerinia for nausea. i... https://t.co/djfo4r7dal',nausea,b he is beautiful your life will never be the same ask your vet about cerinia for nausea i,"['b', 'he', 'is', 'beautiful', 'your', 'life', 'will', 'never', 'be', 'the', 'same', 'ask', 'your', 'vet', 'about', 'cerinia', 'for', 'nausea', 'i']"
1396,1439270442,2023-02-13 18:21:28+00:00,"b'when did people start chucking the ends of joits (roaches) in the street?\n\nnausea, wobbling, confusion: dogs are ge... https://t.co/gim6iqymh6'",nausea,b when did people start chucking the ends of joits roaches in the street n nnausea wobbling confusion dogs are ge,"['b', 'when', 'did', 'people', 'start', 'chucking', 'the', 'ends', 'of', 'joits', 'roaches', 'in', 'the', 'street', 'n', 'nnausea', 'wobbling', 'confusion', 'dogs', 'are', 'ge']"
1397,1584513338444324864,2023-02-13 18:17:01+00:00,"b'@lv27297 @robinmonotti i take liposomal form. works the best for me, little to no nausea.'",nausea,b i take liposomal form works the best for me little to no nausea,"['b', 'i', 'take', 'liposomal', 'form', 'works', 'the', 'best', 'for', 'me', 'little', 'to', 'no', 'nausea']"
1398,22803494,2023-02-13 18:16:20+00:00,b'anybody experience a wave of nausea when foxs football shill described this photo as having some brilliant minds... https://t.co/ujt1h6laed',nausea,b anybody experience a wave of nausea when foxs football shill described this photo as having some brilliant minds,"['b', 'anybody', 'experience', 'a', 'wave', 'of', 'nausea', 'when', 'foxs', 'football', 'shill', 'described', 'this', 'photo', 'as', 'having', 'some', 'brilliant', 'minds']"
1399,1366822384070656002,2023-02-13 18:15:46+00:00,"b'i woke up with nausea, without breakfast and a mountain of homework. all i have going for me is my will to survive. https://t.co/chugyqulsr'",nausea,b i woke up with nausea without breakfast and a mountain of homework all i have going for me is my will to survive,"['b', 'i', 'woke', 'up', 'with', 'nausea', 'without', 'breakfast', 'and', 'a', 'mountain', 'of', 'homework', 'all', 'i', 'have', 'going', 'for', 'me', 'is', 'my', 'will', 'to', 'survive']"
1400,357788330,2023-02-13 18:15:24+00:00,b'@jacquevaxx you didnt have nausea pills?',nausea,b you didnt have nausea pills,"['b', 'you', 'didnt', 'have', 'nausea', 'pills']"
1401,1468665005017026564,2023-02-13 18:14:58+00:00,"b""nausea-less, resoluteness near the entrance\nsatan points me to the rats' nest""",nausea,b nausea less resoluteness near the entrance nsatan points me to the rats nest,"['b', 'nausea', 'less', 'resoluteness', 'near', 'the', 'entrance', 'nsatan', 'points', 'me', 'to', 'the', 'rats', 'nest']"
1402,1336260765095890944,2023-02-13 18:14:56+00:00,"b'anyone who experiences really bad nausea during their periods, how do you help it? ive had it almost nonstop the pa... https://t.co/1p6oxev9zj'",nausea,b anyone who experiences really bad nausea during their periods how do you help it ive had it almost nonstop the pa,"['b', 'anyone', 'who', 'experiences', 'really', 'bad', 'nausea', 'during', 'their', 'periods', 'how', 'do', 'you', 'help', 'it', 'ive', 'had', 'it', 'almost', 'nonstop', 'the', 'pa']"
1403,993729830909865985,2023-02-13 18:09:39+00:00,"b""@wmwms224 it's time to ban hillary to fight corruption...\nand to fight nausea.""",nausea,b it s time to ban hillary to fight corruption nand to fight nausea,"['b', 'it', 's', 'time', 'to', 'ban', 'hillary', 'to', 'fight', 'corruption', 'nand', 'to', 'fight', 'nausea']"
1404,1587074115047149572,2023-02-13 18:09:20+00:00,"b'@libsoftiktok ok...your cramps and nausea you feel, is a stomach ache that is secondary to your changes in hormone... https://t.co/ncissttilu'",nausea,b ok your cramps and nausea you feel is a stomach ache that is secondary to your changes in hormone,"['b', 'ok', 'your', 'cramps', 'and', 'nausea', 'you', 'feel', 'is', 'a', 'stomach', 'ache', 'that', 'is', 'secondary', 'to', 'your', 'changes', 'in', 'hormone']"
1405,23616349,2023-02-13 17:56:35+00:00,"b""@robohogs @midwesthedgie i get nausea form high glycemic load meals.  yet i keep eating them, that i don't understand""",nausea,b i get nausea form high glycemic load meals yet i keep eating them that i don t understand,"['b', 'i', 'get', 'nausea', 'form', 'high', 'glycemic', 'load', 'meals', 'yet', 'i', 'keep', 'eating', 'them', 'that', 'i', 'don', 't', 'understand']"
1406,1407204138870468610,2023-02-13 17:56:23+00:00,b'(is nauseous as fuck and has to wear those anti nausea wrist bands cause im allergic to dramameene) sick cord fonda reference',nausea,b is nauseous as fuck and has to wear those anti nausea wrist bands cause im allergic to dramameene sick cord fonda reference,"['b', 'is', 'nauseous', 'as', 'fuck', 'and', 'has', 'to', 'wear', 'those', 'anti', 'nausea', 'wrist', 'bands', 'cause', 'im', 'allergic', 'to', 'dramameene', 'sick', 'cord', 'fonda', 'reference']"
1407,320810786,2023-02-13 17:55:27+00:00,b'actually forgot them coz i remembered half way to my place that i left them behind now nausea is chowing me ',nausea,b actually forgot them coz i remembered half way to my place that i left them behind now nausea is chowing me,"['b', 'actually', 'forgot', 'them', 'coz', 'i', 'remembered', 'half', 'way', 'to', 'my', 'place', 'that', 'i', 'left', 'them', 'behind', 'now', 'nausea', 'is', 'chowing', 'me']"
1408,2595571764,2023-02-13 17:55:13+00:00,"b""i woke up with awful nausea.  it's medication related,so i will still go to work,, but i won't be comfortable.""",nausea,b i woke up with awful nausea it s medication related so i will still go to work but i won t be comfortable,"['b', 'i', 'woke', 'up', 'with', 'awful', 'nausea', 'it', 's', 'medication', 'related', 'so', 'i', 'will', 'still', 'go', 'to', 'work', 'but', 'i', 'won', 't', 'be', 'comfortable']"
1409,43773868,2023-02-13 17:54:02+00:00,"b""@brianvan nausea, wobbling, confusion? yeah; they're high. probably the munchies, too.""",nausea,b nausea wobbling confusion yeah they re high probably the munchies too,"['b', 'nausea', 'wobbling', 'confusion', 'yeah', 'they', 're', 'high', 'probably', 'the', 'munchies', 'too']"
1410,145597776,2023-02-13 17:52:50+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/v7yvlgvzva'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1411,1585742564669493249,2023-02-13 17:52:34+00:00,b'@libsoftiktok trust me if i couldve given my period to any dude and avoided the cramping and nausea and aggravatio... https://t.co/gyk25dbrtj',nausea,b trust me if i couldve given my period to any dude and avoided the cramping and nausea and aggravatio,"['b', 'trust', 'me', 'if', 'i', 'couldve', 'given', 'my', 'period', 'to', 'any', 'dude', 'and', 'avoided', 'the', 'cramping', 'and', 'nausea', 'and', 'aggravatio']"
1412,159146973,2023-02-13 17:52:12+00:00,b'@nytimes @dougjballoon how does a dog communicate nausea as a symptom',nausea,b how does a dog communicate nausea as a symptom,"['b', 'how', 'does', 'a', 'dog', 'communicate', 'nausea', 'as', 'a', 'symptom']"
1413,1272909860926107649,2023-02-13 17:51:57+00:00,"b'@larrystwin99 vaginosis is the leading cause of nausea, vomiting, loss of consciousness, and death during cunnilingus.'",nausea,b vaginosis is the leading cause of nausea vomiting loss of consciousness and death during cunnilingus,"['b', 'vaginosis', 'is', 'the', 'leading', 'cause', 'of', 'nausea', 'vomiting', 'loss', 'of', 'consciousness', 'and', 'death', 'during', 'cunnilingus']"
1414,1431476967921045507,2023-02-13 17:50:38+00:00,b'me and my never ending nausea locked in for life ',nausea,b me and my never ending nausea locked in for life,"['b', 'me', 'and', 'my', 'never', 'ending', 'nausea', 'locked', 'in', 'for', 'life']"
1415,784346630006771712,2023-02-13 17:49:20+00:00,"b'common effects includehigher blood pressure, rapid heartbeat, problems with sleeping &amp; eating, nausea, vomiting,... https://t.co/1ppdjtblvj'",nausea,b common effects includehigher blood pressure rapid heartbeat problems with sleeping amp eating nausea vomiting,"['b', 'common', 'effects', 'includehigher', 'blood', 'pressure', 'rapid', 'heartbeat', 'problems', 'with', 'sleeping', 'amp', 'eating', 'nausea', 'vomiting']"
1416,71159956,2023-02-13 17:48:19+00:00,b'just the usual totally normal nausea for several hours because i ate *checks notes* buttered toast',nausea,b just the usual totally normal nausea for several hours because i ate checks notes buttered toast,"['b', 'just', 'the', 'usual', 'totally', 'normal', 'nausea', 'for', 'several', 'hours', 'because', 'i', 'ate', 'checks', 'notes', 'buttered', 'toast']"
1417,539246051,2023-02-13 17:47:41+00:00,b'@wokchic i know it gave you bad nausea before. but then most anti diabetic medications have the same side effects unfortunately.',nausea,b i know it gave you bad nausea before but then most anti diabetic medications have the same side effects unfortunately,"['b', 'i', 'know', 'it', 'gave', 'you', 'bad', 'nausea', 'before', 'but', 'then', 'most', 'anti', 'diabetic', 'medications', 'have', 'the', 'same', 'side', 'effects', 'unfortunately']"
1418,1581382109595422723,2023-02-13 17:45:55+00:00,"b'@insistentsleuth         yeah, when i suggested on coming i was in my bed asleep, avoiding all the nausea and my... https://t.co/wzcgtvxvxq'",nausea,b yeah when i suggested on coming i was in my bed asleep avoiding all the nausea and my,"['b', 'yeah', 'when', 'i', 'suggested', 'on', 'coming', 'i', 'was', 'in', 'my', 'bed', 'asleep', 'avoiding', 'all', 'the', 'nausea', 'and', 'my']"
1419,448358708,2023-02-13 17:42:51+00:00,b'rt @gogomagosha: not my blood sugar plummeting and causing nausea and the shakes!!! like hand shakes.\n\nis this normal for low blood sugar?',nausea,b rt not my blood sugar plummeting and causing nausea and the shakes like hand shakes n nis this normal for low blood sugar,"['b', 'rt', 'not', 'my', 'blood', 'sugar', 'plummeting', 'and', 'causing', 'nausea', 'and', 'the', 'shakes', 'like', 'hand', 'shakes', 'n', 'nis', 'this', 'normal', 'for', 'low', 'blood', 'sugar']"
1420,2840176419,2023-02-13 17:42:49+00:00,b'hoping anti nausea m3ds will work.  please grrs.',nausea,b hoping anti nausea m3ds will work please grrs,"['b', 'hoping', 'anti', 'nausea', 'm3ds', 'will', 'work', 'please', 'grrs']"
1421,1598021820451520512,2023-02-13 17:41:52+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed https://t.co/qibxmlyv3u'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed']"
1422,173313092,2023-02-13 17:41:48+00:00,"b'@dglaucomflecken oh! so, the nausea is a feature, not a bug. good to know. i thought it was a pots flare-up.'",nausea,b oh so the nausea is a feature not a bug good to know i thought it was a pots flare up,"['b', 'oh', 'so', 'the', 'nausea', 'is', 'a', 'feature', 'not', 'a', 'bug', 'good', 'to', 'know', 'i', 'thought', 'it', 'was', 'a', 'pots', 'flare', 'up']"
1423,285551820,2023-02-13 17:41:36+00:00,b'@lunasolaris2 @nativehal not when niya have been experiencing chronic nausea and chronic puking on almost a daily b... https://t.co/caqdi0fh53',nausea,b not when niya have been experiencing chronic nausea and chronic puking on almost a daily b,"['b', 'not', 'when', 'niya', 'have', 'been', 'experiencing', 'chronic', 'nausea', 'and', 'chronic', 'puking', 'on', 'almost', 'a', 'daily', 'b']"
1424,115144343,2023-02-13 17:41:33+00:00,"b'nausea, wobbling, confusion: dogs are getting sick from discarded weed - the new york times https://t.co/jgk4zwmiy2'",nausea,b nausea wobbling confusion dogs are getting sick from discarded weed the new york times,"['b', 'nausea', 'wobbling', 'confusion', 'dogs', 'are', 'getting', 'sick', 'from', 'discarded', 'weed', 'the', 'new', 'york', 'times']"
1425,1271742388705337344,2023-02-13 17:40:08+00:00,b'rt @harmonymindbody: nausea &amp;sickness brainwaves meditation music\nisochronic tones + binaural beats\n\n#relaxation...',nausea,b rt nausea amp sickness brainwaves meditation music nisochronic tones binaural beats n n#relaxation,"['b', 'rt', 'nausea', 'amp', 'sickness', 'brainwaves', 'meditation', 'music', 'nisochronic', 'tones', 'binaural', 'beats', 'n', 'n', 'relaxation']"
1426,1592580729904381953,2023-02-13 17:39:29+00:00,b'@nativehal @otehiminfaerie drinking high sugar juice can help get rid of the nausea pre eating !',nausea,b drinking high sugar juice can help get rid of the nausea pre eating,"['b', 'drinking', 'high', 'sugar', 'juice', 'can', 'help', 'get', 'rid', 'of', 'the', 'nausea', 'pre', 'eating']"
1427,1317659759881949184,2023-02-13 17:38:34+00:00,b'this nausea is going to take me out',nausea,b this nausea is going to take me out,"['b', 'this', 'nausea', 'is', 'going', 'to', 'take', 'me', 'out']"
1428,1436087776106237959,2023-02-13 17:38:33+00:00,b'screaming yelling begging everyone who gets hunger nausea/vomiting to take an antacid !! they are 0 calories and will keep u from barfing!!!',nausea,b screaming yelling begging everyone who gets hunger nausea vomiting to take an antacid they are 0 calories and will keep u from barfing,"['b', 'screaming', 'yelling', 'begging', 'everyone', 'who', 'gets', 'hunger', 'nausea', 'vomiting', 'to', 'take', 'an', 'antacid', 'they', 'are', '0', 'calories', 'and', 'will', 'keep', 'u', 'from', 'barfing']"
1429,1552492609385414657,2023-02-13 17:38:08+00:00,b'this nausea kicking my ass ',nausea,b this nausea kicking my ass,"['b', 'this', 'nausea', 'kicking', 'my', 'ass']"
1430,3322876466,2023-02-13 17:37:31+00:00,b'brianna gheys murder is unfair and breaks my heart to the point of nausea. she was just a kid. life had so much mo... https://t.co/f9gupe1ce1',nausea,b brianna gheys murder is unfair and breaks my heart to the point of nausea she was just a kid life had so much mo,"['b', 'brianna', 'gheys', 'murder', 'is', 'unfair', 'and', 'breaks', 'my', 'heart', 'to', 'the', 'point', 'of', 'nausea', 'she', 'was', 'just', 'a', 'kid', 'life', 'had', 'so', 'much', 'mo']"
1431,1604632928767676417,2023-02-13 17:35:52+00:00,b'@alexaporti @cnni  you started a vomitorium. seeing cnn and soros in the same frame overwhelmed my nausea',nausea,b you started a vomitorium seeing cnn and soros in the same frame overwhelmed my nausea,"['b', 'you', 'started', 'a', 'vomitorium', 'seeing', 'cnn', 'and', 'soros', 'in', 'the', 'same', 'frame', 'overwhelmed', 'my', 'nausea']"
1432,2840176419,2023-02-13 17:34:36+00:00,b'hello nausea my old friend. ',nausea,b hello nausea my old friend,"['b', 'hello', 'nausea', 'my', 'old', 'friend']"
1433,1412458456800452615,2023-02-13 17:34:09+00:00,b'if my nausea is coming back i swear to god',nausea,b if my nausea is coming back i swear to god,"['b', 'if', 'my', 'nausea', 'is', 'coming', 'back', 'i', 'swear', 'to', 'god']"
1434,1116818937948274693,2023-02-13 17:32:18+00:00,b'@prashantbalaji1 @thebluepen25 id make sure i wont meet this creep ... it may induce acute nausea and vomiting.',nausea,b id make sure i wont meet this creep it may induce acute nausea and vomiting,"['b', 'id', 'make', 'sure', 'i', 'wont', 'meet', 'this', 'creep', 'it', 'may', 'induce', 'acute', 'nausea', 'and', 'vomiting']"
1435,1608376392097333248,2023-02-13 17:30:45+00:00,b'onset of extreme nausea',nausea,b onset of extreme nausea,"['b', 'onset', 'of', 'extreme', 'nausea']"
1436,2394837857,2023-02-13 17:25:59+00:00,"b'now im annoyed, nausea and feeling emotional. whatever'",nausea,b now im annoyed nausea and feeling emotional whatever,"['b', 'now', 'im', 'annoyed', 'nausea', 'and', 'feeling', 'emotional', 'whatever']"
1437,1019036688805433344,2023-02-13 17:20:10+00:00,b'@moneyymaya the nausea that comes w the pregnancy tho',nausea,b the nausea that comes w the pregnancy tho,"['b', 'the', 'nausea', 'that', 'comes', 'w', 'the', 'pregnancy', 'tho']"
1438,1519644275503509504,2023-02-13 17:19:43+00:00,"b'@libsoftiktok if he is having bloating and cramps and nausea, he needs to think about what he eats.'",nausea,b if he is having bloating and cramps and nausea he needs to think about what he eats,"['b', 'if', 'he', 'is', 'having', 'bloating', 'and', 'cramps', 'and', 'nausea', 'he', 'needs', 'to', 'think', 'about', 'what', 'he', 'eats']"
1439,735295997224443904,2023-02-13 17:19:43+00:00,"b'@judithzeilenga that could be then, but those are extreme reactions--disorientation could cause the nausea though..... https://t.co/0bwvc3cgcb'",nausea,b that could be then but those are extreme reactions disorientation could cause the nausea though,"['b', 'that', 'could', 'be', 'then', 'but', 'those', 'are', 'extreme', 'reactions', 'disorientation', 'could', 'cause', 'the', 'nausea', 'though']"
