,Tweet,Flag,Tags,prep
171,b'@tanyakanrl skincare',1,skincare,tanyakanrl skincar
172,"b'RT @jacobsunnliden: Vill inte vara den som \xc3\xa4r den MEN... Nu \xc3\xa4r det ytterligare en serie d\xc3\xa4r huvudpersonen har diabetes, f\xc3\xa5r l\xc3\xa5gt blodsocker\xe2\x80\xa6'",1,diabetes,rt jacobsunnliden vill int vara den som xc xa den men nu xc xa det ytterligar en seri xc xa huvudpersonen har diabet xc xa xc xa gt blodsock xe xa
173,b'@hyderabaddoctor Sugar ki medicines band ho gyi??  But diabetes ki medicines completely band kar denge to sugar level upar chla jayega',1,diabetes,hyderabaddoctor sugar ki medicin band ho gyi diabet ki medicin complet band kar deng sugar level upar chla jayega
174,"b'RT @CalixStarlight: @RussOnPolitics @DALupton T1 diabetes and other autoimmune conditions can be caused by Covid, as can blood clots and st\xe2\x80\xa6'",1,diabetes,rt calixstarlight russonpolit dalupton diabet autoimmun condit caus covid blood clot st xe xa
175,"b'RT @VICTORSILVES63: LA DIABETES Y LOS F\xc3\x81RMACOS : \nLa diabetes no es una enfermedad cr\xc3\xb3nica, los f\xc3\xa1rmacos la convierten en cr\xc3\xb3nica.\nLa diabe\xe2\x80\xa6'",1,DIABETES,rt victorsilv la diabet lo xc rmaco nla diabet es una enfermedad cr xc xb nica lo xc xa rmaco la convierten en cr xc xb nica nla diab xe xa
176,b'La incidencia de la diabetes tipo 2 se dispara en ni\xc3\xb1os y adolescentes por la generalizaci\xc3\xb3n de h\xc3\xa1bitos de alimenta\xe2\x80\xa6 https://t.co/kPBG3Er7Sq',1,diabetes,la incidencia de la diabet tipo se dispara en ni xc xb os adolescent por la generalizaci xc xb de xc xa bito de alimenta xe xa http kpbg er sq
177,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
178,"b'RT @VICTORSILVES63: LA DIABETES Y LOS F\xc3\x81RMACOS : \nLa diabetes no es una enfermedad cr\xc3\xb3nica, los f\xc3\xa1rmacos la convierten en cr\xc3\xb3nica.\nLa diabe\xe2\x80\xa6'",1,DIABETES,rt victorsilv la diabet lo xc rmaco nla diabet es una enfermedad cr xc xb nica lo xc xa rmaco la convierten en cr xc xb nica nla diab xe xa
179,"b'RT @dashosunaa_: amo maquillarme, amo arreglar mi cabello, amo hacerme las u\xc3\xb1itas, amo hacerme skincare'",1,skincare,rt dashosunaa amo maquillarm amo arreglar mi cabello amo hacerm la xc xb ita amo hacerm skincar
180,b'RT @KailashHealth: Do you know diabetes is integrally linked with heart disease and stroke. Get your Diabetes test done today and examined\xe2\x80\xa6',1,Diabetes,rt kailashhealth diabet integr link heart diseas stroke diabet test today examin xe xa
181,b'RT @coffeecrushhh: Perkembangan skincare itu ada aja yaaa macem dan bentuknya. Aku baru pertama kalinya lihat moisturizer dalam bentuk stic\xe2\x80\xa6',1,skincare,rt coffeecrushhh perkembangan skincar itu ada aja yaaa macem dan bentuknya aku baru pertama kalinya lihat moistur dalam bentuk stic xe xa
182,b'RT @beautilogybytan: [GUVEAWAY] 4 Paket skincare untuk 4 orang pemenang\xf0\x9f\x98\x8d\n\nRules:\n1. Follow @Beautilogybytan &amp; @NPUREOFFICIAL \n2. RT dan \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\xa6',1,skincare,rt beautilogybytan guveaway paket skincar untuk orang pemenang xf nrule follow beautilogybytan amp npureoffici rt dan xe xa xef xb xe xa
183,b'RT @cinearism_: #\xe0\xb9\x81\xe0\xb8\x88\xe0\xb8\x81 Sulwhasoo Set 5 Skincare Routine \xe0\xb8\x97\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x87\xe0\xb9\x80\xe0\xb8\x8b\xe0\xb9\x87\xe0\xb8\x95\xe0\xb9\x83\xe0\xb8\xab\xe0\xb9\x89\xe0\xb8\x9c\xe0\xb8\xb9\xe0\xb9\x89\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb8\x95\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xad\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\x84\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x9a\xf0\x9f\xa7\xa1\xe2\x9c\xa8\n\n\xf0\x9f\x93\x8d\xe0\xb8\x81\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x81\xe0\xb8\xb2 : \xe0\xb8\xa3\xe0\xb8\xb5+\xe0\xb8\x9f\xe0\xb8\xad\xe0\xb8\xa5\n\xe0\xb8\x9d\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb9\x80\xe0\xb8\x9f\xe0\xb8\x9a\xe0\xb9\x83\xe0\xb8\x95\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa1\xe0\xb8\x99\xe0\xb8\x8a\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\xab\xe0\xb8\x99\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\x99\xe0\xb8\xb0\xe0\xb8\x84\xe0\xb9\x89\xe0\xb8\xb2\xf0\x9f\xa5\xba\n\n\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe2\x80\xa6',1,Skincare,rt cinear xe xb xe xb xe xb sulwhasoo set skincar routin xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xab xe xb xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xb xe xb xa xe xb xad xe xb xb xe xb xe xb xe xb xa xe xb xe xb xa xe xb xe xb xe xb xb xe xb xf xa xa xe xa xf xe xb xe xb xe xb xb xe xb xe xb xb xe xb xa xe xb xb xe xb xe xb xad xe xb xa xe xb xe xb xb xe xb xe xb xa xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xb xe xb xe xb xe xb xab xe xb xe xb xe xb xad xe xb xa xe xb xe xb xb xe xb xe xb xe xb xb xf xa xba xe xb xe xb xa xe xb xb xe xa
184,b'@mazzini_gsp Menuju Indonesia Diabetes Berjamaah',1,Diabetes,mazzini gsp menuju indonesia diabet berjamaah
185,b'RT @txtorangthread: vitamin c serum for daily routine skincare\n\n- a thread - https://t.co/Ac92CgUFwQ',1,skincare,rt txtorangthread vitamin serum daili routin skincar thread http ac cgufwq
186,"b'kalau dikasih duit sejuta buat jajan, kalian lebih milih beli skincare atau nonton konser luar kesayangan?'",1,skincare,kalau dikasih duit sejuta buat jajan kalian lebih milih beli skincar atau nonton konser luar kesayangan
187,b'RT @DiabetesUK: Do you know the 4Ts of #T1Diabetes? They are:\n\n\xf0\x9f\x9a\xbd Toilet (needing a wee more)\n\xf0\x9f\x92\xa6 Thirsty\n\xf0\x9f\x98\xb4 Tired\n\xe2\xac\x87\xef\xb8\x8f Thinner\n\nIf you\xe2\x80\x99re alread\xe2\x80\xa6',1,Diabetes,rt diabetesuk diabet xf xbd toilet need wee xf xa thirsti xf xb tire xe xac xef xb thinner nif xe alread xe xa
188,b'Minggu lepas my husbank belanja baju and today dia belanja my makeup and skincare ... Moga husbank sentiasa dimurahkan rezeki \xe2\x99\xa5\xef\xb8\x8f',1,skincare,minggu lepa husbank belanja baju today dia belanja makeup skincar moga husbank sentiasa dimurahkan rezeki xe xa xef xb
189,b'RT @skincare_media: \xef\xbc\x8f\n\xe6\x96\xb0\xe6\x98\xa5\xe3\x81\x8a\xe5\xb9\xb4\xe7\x8e\x89 #\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9a\xe3\x83\xbc\xe3\x83\xb3\xf0\x9f\x8e\x89\n\xef\xbc\xbc\n\n\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc&amp;\xe3\x83\xaa\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xa7\n\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xae\xe3\x81\x93\xe3\x81\xae\xe9\x87\x8c \xe5\xb0\x8f\xe8\xa2\x8b23\xe8\xa2\x8b\xe3\x82\x92\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xf0\x9f\x8e\x81\n\n\xe3\x80\x90\xe5\xbf\x9c\xe5\x8b\x9f\xe6\x96\xb9\xe6\xb3\x95\xe3\x80\x91\n\xe2\x91\xa0@skincare_media \xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\n\xe2\x91\xa1\xe3\x81\x93\xe3\x81\xae\xe6\x8a\x95\xe7\xa8\xbf\xe3\x82\x92RT\n\n1/17(\xe7\x81\xab)\xe3\x81\xbe\xe3\x81\xa7\xe6\xaf\x8e\xe6\x97\xa5\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe2\x9c\xa8 https:/\xe2\x80\xa6',1,skincare,rt skincar media xef xbc xe xb xe xa xe xe xb xb xe xe xad xe xa xe xb xe xe xbc xe xb xf xef xbc xbc xe xe xa xe xad xe xbc amp xe xaa xe xe xa xe xbc xe xe xa xe xe xe xae xe xe xae xe xe xb xe xa xe xa xe xe xe xac xe xbc xe xb xe xf xe xe xbf xe xe xb xe xb xe xe xa skincar media xe xe xe xa xe xad xe xbc xe xa xe xe xae xe xe xa xbf xe rt xe xab xe xbe xe xa xe xaf xe xa xe xe xa xe xa xe xe xbe xe xe xa http xe xa
190,b'@DahnaCanta Dirmh kamu ada klwarga yg diabetes gk ?',1,diabetes,dahnacanta dirmh kamu ada klwarga yg diabet gk
191,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
192,b'RT @skincare_media: \xef\xbc\x8f\n\xe6\x96\xb0\xe6\x98\xa5\xe3\x81\x8a\xe5\xb9\xb4\xe7\x8e\x89 #\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9a\xe3\x83\xbc\xe3\x83\xb3\xf0\x9f\x8e\x89\n\xef\xbc\xbc\n\n\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc&amp;\xe3\x83\xaa\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xa7\n\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xae\xe3\x81\x93\xe3\x81\xae\xe9\x87\x8c \xe5\xb0\x8f\xe8\xa2\x8b23\xe8\xa2\x8b\xe3\x82\x92\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xf0\x9f\x8e\x81\n\n\xe3\x80\x90\xe5\xbf\x9c\xe5\x8b\x9f\xe6\x96\xb9\xe6\xb3\x95\xe3\x80\x91\n\xe2\x91\xa0@skincare_media \xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\n\xe2\x91\xa1\xe3\x81\x93\xe3\x81\xae\xe6\x8a\x95\xe7\xa8\xbf\xe3\x82\x92RT\n\n1/17(\xe7\x81\xab)\xe3\x81\xbe\xe3\x81\xa7\xe6\xaf\x8e\xe6\x97\xa5\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe2\x9c\xa8 https:/\xe2\x80\xa6',1,skincare,rt skincar media xef xbc xe xb xe xa xe xe xb xb xe xe xad xe xa xe xb xe xe xbc xe xb xf xef xbc xbc xe xe xa xe xad xe xbc amp xe xaa xe xe xa xe xbc xe xe xa xe xe xe xae xe xe xae xe xe xb xe xa xe xa xe xe xe xac xe xbc xe xb xe xf xe xe xbf xe xe xb xe xb xe xe xa skincar media xe xe xe xa xe xad xe xbc xe xa xe xe xae xe xe xa xbf xe rt xe xab xe xbe xe xa xe xaf xe xa xe xe xa xe xa xe xe xbe xe xe xa http xe xa
193,"b""RT @gemmasbeadery: urgent : trans woman needs insulin!  \nY'all I have type 1 Diabetes and my student health insurance plan just changed. Th\xe2\x80\xa6""",1,Diabetes,rt gemmasbeaderi urgent tran woman insulin ny type diabet student health insur plan chang xe xa
194,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
195,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
196,b'skincare knp mahal bgt yaallaaaaaahhhh',1,skincare,skincar knp mahal bgt yaallaaaaaahhhh
197,b'RT @skincare_media: \xef\xbc\x8f\n\xe6\x96\xb0\xe6\x98\xa5\xe3\x81\x8a\xe5\xb9\xb4\xe7\x8e\x89 #\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x9a\xe3\x83\xbc\xe3\x83\xb3\xf0\x9f\x8e\x89\n\xef\xbc\xbc\n\n\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc&amp;\xe3\x83\xaa\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xa7\n\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xae\xe3\x81\x93\xe3\x81\xae\xe9\x87\x8c \xe5\xb0\x8f\xe8\xa2\x8b23\xe8\xa2\x8b\xe3\x82\x92\xe3\x83\x97\xe3\x83\xac\xe3\x82\xbc\xe3\x83\xb3\xe3\x83\x88\xf0\x9f\x8e\x81\n\n\xe3\x80\x90\xe5\xbf\x9c\xe5\x8b\x9f\xe6\x96\xb9\xe6\xb3\x95\xe3\x80\x91\n\xe2\x91\xa0@skincare_media \xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\n\xe2\x91\xa1\xe3\x81\x93\xe3\x81\xae\xe6\x8a\x95\xe7\xa8\xbf\xe3\x82\x92RT\n\n1/17(\xe7\x81\xab)\xe3\x81\xbe\xe3\x81\xa7\xe6\xaf\x8e\xe6\x97\xa5\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe2\x9c\xa8 https:/\xe2\x80\xa6',1,skincare,rt skincar media xef xbc xe xb xe xa xe xe xb xb xe xe xad xe xa xe xb xe xe xbc xe xb xf xef xbc xbc xe xe xa xe xad xe xbc amp xe xaa xe xe xa xe xbc xe xe xa xe xe xe xae xe xe xae xe xe xb xe xa xe xa xe xe xe xac xe xbc xe xb xe xf xe xe xbf xe xe xb xe xb xe xe xa skincar media xe xe xe xa xe xad xe xbc xe xa xe xe xae xe xe xa xbf xe rt xe xab xe xbe xe xa xe xaf xe xa xe xe xa xe xa xe xe xbe xe xe xa http xe xa
198,"b'Ada yang pakai skincare zarzou takk ? I nak let go cleanser , moisturiser &amp; bhs sebab tak ngam dengan skin i \xf0\x9f\xa5\xb9'",1,skincare,ada yang pakai skincar zarzou takk nak cleanser moisturis amp bh sebab tak ngam dengan skin xf xa xb
199,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
200,"b'RT @dashosunaa_: amo maquillarme, amo arreglar mi cabello, amo hacerme las u\xc3\xb1itas, amo hacerme skincare'",1,skincare,rt dashosunaa amo maquillarm amo arreglar mi cabello amo hacerm la xc xb ita amo hacerm skincar
201,b'it\xe2\x80\x99s nice lang kasi naembrace ni dj yung pagpamper through skincare when she joined kathryn sa aivee. it did pamper\xe2\x80\xa6 https://t.co/gbCkkeGWvk',1,skincare,xe nice lang kasi naembrac ni dj yung pagpamp skincar join kathryn sa aive pamper xe xa http gbckkegwvk
202,b'Lord ang wish konalang po talaga gumaling na mother ko\xf0\x9f\xa4\x8d and lahat ng may diabetes sa mundo \xf0\x9f\xa4\x8d',1,diabetes,lord ang konalang po talaga gumal na mother ko xf xa lahat ng diabet sa mundo xf xa
203,b'Mengapa mi instan yang dicampur dengan nasi dapat meningkatkan risiko diabetes? Mengingat banyak orang yang suka me\xe2\x80\xa6 https://t.co/9h25hvtGU4',1,diabetes,mengapa mi instan yang dicampur dengan nasi dapat meningkatkan risiko diabet mengingat banyak orang yang suka xe xa http hvtgu
204,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
205,b'@nanaaaa138 @ohmybeautybank Di ms.bon2 toko oren kak\nAnkc skincare juga',1,skincare,nanaaaa ohmybeautybank di ms bon toko oren kak nankc skincar juga
206,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
207,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
